"ID","condition","order","time","probe_interval","response","response_time_for_beep","trial_text"
"276409","structured","20","782320","29000","output","3479","ある日目の前に先祖の幽霊が現れて自分の行いがあまりにも人の道から外れているので呪いをかけて5時間以内に改心しなければあの世に連れて行ってやると脅された。解決する方法は2人の他人から感謝されるようなことをしなければならないと言われた。仕方がないので困っている人を探して救ううしかないと辺りを見回したけどそんな人はいなかった。どうしようかと立ち尽くしていたら突然激しい雨が降ってきたのでこれだと思いコンビニに行って傘を2本買い、誰か困っていないか探したらほとんどの人が傘を持っていなかったので近くにいた人に半ば強引に差し上げますと言って傘を手渡してやった。そうしたら霊がやって来てそんなことで改心したことになるかと心底あきれたひょうじょう"
"4441706","structured","16","593326","41000","planning","4002","田中太郎は、子供のころから野球を見ることが好きであった。彼はもともとテレビで野球を見ているだけであったが、次第に自分でも野球がしたいと思うようになった。そのことを太郎は両親に相談したところ、地元で活動しているリトルリーグのチームを教えてもらった。太郎は興味があったので、このチームに入って野球を始めることにした。
太郎は野球をすることが初めてあったので、チームに入った当初は、なかなかチームの練習についていくことができなかった。太郎はチームの中で一番下手な選手であったため、試合に出ることもできなかった。
太郎はベンチから試合を見ながら、いつの日か自分も試合に出たいと考えていた。そのために太郎はずっと真面目に練習を続けていたが、どれだけ真面目に練習をしても、太郎は試合に出ることができなかった。
太郎は次第に、練習をするのが辛くなってきた。いくら練習をしても試合に出られないので、チームをやめたくなった。そのことを太郎は、監督に相談したところ、監督は"
"679574","structured","5","217279","17000","output","2343","のび太はいつものように、ジャイアンにいじめられた。今回の原因は、野球の試合でのび太が三振ばかりし、打てなかったことだ。
そのため、のび太はジャイアンを見返そうと、ドラえもんにお願いをし、何か良い道具がないか聞いた。

すると、ドラえもんは「打てるー！」という道具をのび太のために出した。これを使えば、誰もが簡単にホームランを打てるという魅力的なものだった。のび太は早速「打てるー！」を使った。

すると、これまでの彼からは想像できないほど、簡単にほ"
"5860381","structured","11","448109","37000","other","982","馬券を購入した。事前にしっかりと予想をしたのでかなり自信がありとても楽しみだ。自分が購入した馬券を見てみると、予想した馬とは別な馬を購入していたことに気づいた。間違って購入してしまったのだ。絶望感に苛まれながら諦めモードでレースを見ていたら、なんと間違って購入した馬券が的中していた。"
"4818552","structured","16","589591","43000","output","1886","少女は少し変わった性格をしていた。そのため、学校ではいつも一人だった。
そんな折、一人の生徒を殴ってしまい、その生徒の親御さんから訴えられてしまった。
訴えられて裁判沙汰になり、転校を余儀なくされた。
転校先の学校ではすでに少女のことが噂されており、好奇と蔑まれた視線に晒されていた。
そんな折、一人の女子生徒が階段から落ちて亡くなった。始めは事故だと思われたが、運悪く少女がそこを通りかかったことで犯人扱いされてしまう。
前歴のこともあり疑われるが、少女は身の潔白を証明させるために、聞き込みを始める。始めは協力を断っていた同級生たちも彼女の本意気な態度に、徐々に心を開き始めてともに解決しようと協力します。
すると、亡くなった女子生徒には悪い噂がついており、なんと一人の男子教諭と付き合っているという真実を突き止めた。
少女はその男子教諭をスタンガンで拉致し、拷問して真実を突き詰めようとする。"
"1069349","structured","5","265722","39000","planning","1252","「ココ」という宛先から私のスマホにメールが来た。
バグっているのか、メールの時間設定がおかしい。
少し怖いが、好奇心に勝てずメールを開くことにした。
「父さん、8月のお盆に実家に帰ります。心配しなくてもこちらは大丈夫。大学でも上手くやっています。」
さすがにこのメールを"
"6492409","structured","16","515319","32000","output","2008","ある国に姉のアサと妹のエマという王族の姉妹がいた。両親は死亡しており、姉が王女になる戴冠式を迎えようとしていた。だが、アサには炎を操る魔法の能力があり、そのことを隠して生きてきた。戴冠式当日になり、アサの魔法が誤って発揮されてしまった。それでエマはやけどしてしまい、アサは怖くなり、逃亡してしまった。エマはなぜアサがいなくなってしまったのか分からず、必死で追いかけた。エマを傷つけたくないアサは慌ててるあまり、魔法を何度も使ってしまい町中を焼いてしまう。それでも、エマはアサのために多くの人の協力のもと、アサのもとに追いつく。二人は話し合い、たくさんけんかにたが、やがて、二人ともお互いのことを想っていることに気づき、和解する。このような苦難を乗り越え帰国し、うまく能力を付き合いながらいきて"
"5231896","structured","19","705072","45000","planning","2136","生まれからずっとともに携わってい来たこの森を少しでも元気にするために、どうしても動きたくなった少年が、何かやり方がないのか、必死に考えていた。途方に暮れていたが、少女に出会った。その少女も同じ考えで、一緒に行動する事になった。その少女は助けられるアイテムを知っているという事で、一緒に探しに行きました。すぐに見つける事が出来ましたが、見つかった途端に、そのアイテムの権利のケンカに発展してしまいました。一緒に解決するつもりだったのに、けんかになってしまって、居心地の悪い感じになりました。二人でもめている最中に、キラッそのアイテムが光り始めて、一筋の光の筋が伸びていきました。驚いて顔を見合わせていると、その光の先に行きたくなって、背中を押されるように、二人で見に行くと、さっきまでの森ではなくなって、昔の一番元気があった頃の森になっていて、二人ともとても喜びました。ケンカも気付いたら辞めていて、それからずっと二人とも仲良く森で過ごすことになりました。"
"5138531","structured","15","498180","30000","output","919","小さな町の片隅に魚屋があり、老夫婦がその魚屋で勤めていた。その町には猫がたくさん住んでいて、その中に立派な猫のリーダーである、タマキングと呼ばれる猫がいた。魚屋の店主は本来は捨てるはずの魚の端切れを毎日猫たちにあげていた。
ある時、その魚屋でお店の魚が全て盗まれるという事件が起こった。魚が盗まれて困るのは老夫婦だけではなく、猫たちも同じだった。魚が無くなってしまうと猫たちが食べるものも無くなってしまう。そこで、タマキングを中心として猫たちは盗まれた魚を探すことを決意する。するとネズミたちのアジトを見つけ、そこに大量の魚があった。魚を盗んだのはネズミたちだった。そのネズミたちは盗んだ魚を売って自分たちのアジトを大きくするための資金を集めていたのだった。
何度も抵抗されながらタマキングはネズミたちをたいじすること"
"114735","structured","4","186382","37000","planning","1324","アメリカ軍に入隊したばかりの二等兵クリス。ある日、彼は重要な任務をアメリカ大統領から命じられることになる。どうして二等兵の彼に重要な任務を与えられたのか。それは実は彼がアメリカ軍が密かに開発したサイボーグだったらである。見た目は人と変わらないが全身がき"
"163607","structured","16","592707","31000","planning","2174","　朝、毎日欠かさない庭に植えた植物の水やりをしながら庭の隅に目をやると、植えた覚えのない植物が芽を出している。
何処からか飛んできた種が芽吹いたのか小さな芽が可愛らしく、他の植物同様に水を掛けてやる。
　日に日に成長していく名も知らぬ植物は1週間もすると大きさが30?にもなり、艶やかな緑の葉を付け立派に育っている様子に嬉しくなる。ある朝、名も知らぬ花に水をやりながら見てみると小さなつぼみが付いている。どんな花を咲かせてくれるのか楽しみになり開花が待ち遠しいと思えた。
　食朝、名も知らぬ植物を見てみるとつぼみの周りに無数の小さな虫が付いているのが見えた。あまりの虫の数に驚きながら、自分で虫を取る事が出来ない名も知らぬ植物に代わり、私が"
"2349425","structured","9","341226","43000","planning","1170","Aは都内の学校に通う男子高生だ。
ある朝、Aは鏡を見た自分の姿に驚いた。
なんと自分の姿が女性になっていた。
驚きつつも部屋から出て家族の様子を確認すると、家族の性別も変わっていた。
家族はAの姿を見ても驚きもせず、当たり前のように接してきた。
Aは動揺しつつも、いつもどおりの生活をしておこうと思い、学校へ向かった。
学校でもクラスメイトの性別は変転しており、誰もおかしいと感じていないようだった。
友人たちと話していると、性格は変わっていないようだが、なにか話が噛み合わない部分があった。
"
"4409144","structured","14","467702","42000","revision","1560","勉強が苦手な小学三年生のまみは、どうしたらテストで良い点が取れるか悩んでいた。学校の帰り道に「勉強ができる鉛筆」と書かれた鉛筆を拾う。その鉛筆は握っていると笑い声が聞こえてきたり、泣き声が聞こえたりする不思議な鉛筆だった。
まみはその鉛筆を使って学校の予習や復習をなんとか毎日取り組むようにする。鉛筆から聞こえる笑い声や鳴き声に邪魔されながらも、自宅ではその鉛筆を使って学習する。学校では先生や友達に勉強の分からない箇所を聞いたりして、以前よりも真面目に取り組むようになる。
その結果、いつの間にか勉強が自然と分かるようになり、「勉強ができる鉛筆」を使わなくても自分自身の力でテストで良い点が取れるくらい勉強ができるようになっていた。そんな時に「勉強ができる鉛筆」を握ってみると、もう笑い声も泣き声も聞こえなくなっていた。"
"4858226","structured","21","712024","32000","revision","922","ある日、突然ある国から伝染病が起き始める。
過去にない症状なので初めのころはパニック状態が続いた。
いろんな国の学者や医者がこの病原菌について調べ始めたが、なかなかいい答えが見つからなかった。
この病原菌のもっとも近くにいたのはその学者たちであったので、だんだんと学者たちにも感染者が増えていくことになる。
一番研究をしている人々が解決策を調べないといけないのだが、自らが感染してしまっているので、解決策はなかなかみつからず、難航していた。
しばらくその流れが続いたころ、急速に感染者が増えていたのが和らぎ始めた。
なぜかはわからないが、以前よりも感染が減ってきているような感じがする。
どうやらこの菌は３か月ほどで自然に消滅するものだとはんま
そのころ、警察からある情報が入り始める。
どうやら感染源はある組織が作り出したもので、国をパニックにするために作り出したようだという。
結果その組織はその情報通りであって、警察に捕まり、この騒動はゆっくりと収まったのである。"
"6157211","structured","17","602749","44000","output","986","1．ある日、人間がペットショップを覗いていると、ふと一つの水槽が目に入った。人間は一目見て魚に恋に落ちた。店員に自分が恋をしたことを伝えると、「頭がおかしいのか？」と嘲笑されてしまう。それでも、自分の恋心に正直になりたいと願った人間は、魚を購入しようとする。しかし、不審に思った店員に購入を断られてしまう。「そんなに買いたかったら10倍の値段でなら売るよ」と言われてしまい、途方に暮れる人間。さらに、人間は自分の部屋では魚を買うことができるスペースがないことを思い出す。それでも魚との恋を成就させたい人間は、ギャンブルでお金を増やそうと試みる。突発的な考えだったが、見事ギャンブルは成功し、手元の資金が100倍になった。魚の購入資金ができた主人公は、まず、不動産に行って今よりも大きい部屋を借りることにした。魚と愛し合える十分なスペースの部屋を借りたあと、恋が始まったペットショップに行くことにした。意気揚々とお店のドアを開けると、そこには人間が恋した魚が、今にも買われてしまいそうな場面に遭遇してしまった。焦った人間は、店員と客に詰め寄り「自分が先に買おうとしたんだ！」と大声で叫ぶ。驚いた店員と客は、互いに顔を見合わせ、苦笑する"
"679574","structured","6","244111","23000","output","2641","のび太はいつものように、ジャイアンにいじめられた。今回の原因は、野球の試合でのび太が三振ばかりし、打てなかったことだ。
そのため、のび太はジャイアンを見返そうと、ドラえもんにお願いをし、何か良い道具がないか聞いた。

すると、ドラえもんは「打てるー！」という道具をのび太のために出した。これを使えば、誰もが簡単にホームランを打てるという魅力的なものだった。のび太は早速「打てるー！」を使った。

すると、これまでの彼からは想像できないほど、簡単にホームランを打てるようになったのだ。4打席連続ホームランを打ち"
"4277165","structured","11","429600","41000","planning","1968","主人公のたかしはごく普通の男性で家族は妻と子の3人暮らしていたある日
家族旅行の途中で事故に合ってしまう目が覚めるとそこは昔住んでいた大学時代の部屋だったふとテレビに目をやるとそこには昔好きだったテレビの生放送をやっていた。混乱しながらも状況を理解しようとする"
"6492409","structured","17","535559","17000","output","1128","ある国に姉のアサと妹のエマという王族の姉妹がいた。両親は死亡しており、姉が王女になる戴冠式を迎えようとしていた。だが、アサには炎を操る魔法の能力があり、関h上の高ぶりそのことを隠して生きてきた。戴冠式当日になり、アサの魔法が誤って発揮されてしまった。それでエマはやけどしてしまい、アサは怖くなり、逃亡してしまった。エマはなぜアサがいなくなってしまったのか分からず、必死で追いかけた。エマを傷つけたくないアサは慌ててるあまり、魔法を何度も使ってしまい町中を焼いてしまう。それでも、エマはアサのために多くの人の協力のもと、アサのもとに追いつく。二人は話し合い、たくさんけんかにたが、やがて、二人ともお互いのことを想っていることに気づき、和解する。このような苦難を乗り越え帰国し、うまく能力を付き合いながら生きていくことを決心した。"
"4441706","structured","17","631846","31000","output","1918","田中太郎は、子供のころから野球を見ることが好きであった。彼はもともとテレビで野球を見ているだけであったが、次第に自分でも野球がしたいと思うようになった。そのことを太郎は両親に相談したところ、地元で活動しているリトルリーグのチームを教えてもらった。太郎は興味があったので、このチームに入って野球を始めることにした。
太郎は野球をすることが初めてあったので、チームに入った当初は、なかなかチームの練習についていくことができなかった。太郎はチームの中で一番下手な選手であったため、試合に出ることもできなかった。
太郎はベンチから試合を見ながら、いつの日か自分も試合に出たいと考えていた。そのために太郎はずっと真面目に練習を続けていたが、どれだけ真面目に練習をしても、太郎は試合に出ることができなかった。
太郎は次第に、練習をするのが辛くなってきた。いくら練習をしても試合に出られないので、チームをやめたくなった。そのことを太郎は、監督に相談したところ、監督はあきらめずに練習を続けろと、太郎にしじ"
"276409","structured","21","828015","41000","planning","3367","ある日目の前に先祖の幽霊が現れて自分の行いがあまりにも人の道から外れているので呪いをかけて5時間以内に改心しなければあの世に連れて行ってやると脅された。解決する方法は2人の他人から感謝されるようなことをしなければならないと言われた。仕方がないので困っている人を探して救ううしかないと辺りを見回したけどそんな人はいなかった。どうしようかと立ち尽くしていたら突然激しい雨が降ってきたのでこれだと思いコンビニに行って傘を2本買い、誰か困っていないか探したらほとんどの人が傘を持っていなかったので近くにいた人に半ば強引に差し上げますと言って傘を手渡してやった。そうしたら霊がやって来てそんなことで改心したことになるかと心底あきれた表情だったけど自分の程度を分かっていたのかため息なじりに"
"4818552","structured","17","623264","31000","output","1059","少女は少し変わった性格をしていた。そのため、学校ではいつも一人だった。
そんな折、一人の生徒を殴ってしまい、その生徒の親御さんから訴えられてしまった。
訴えられて裁判沙汰になり、転校を余儀なくされた。
転校先の学校ではすでに少女のことが噂されており、好奇と蔑まれた視線に晒されていた。
そんな折、一人の女子生徒が階段から落ちて亡くなった。始めは事故だと思われたが、運悪く少女がそこを通りかかったことで犯人扱いされてしまう。
前歴のこともあり疑われるが、少女は身の潔白を証明させるために、聞き込みを始める。始めは協力を断っていた同級生たちも彼女の本意気な態度に、徐々に心を開き始めてともに解決しようと協力します。
すると、亡くなった女子生徒には悪い噂がついており、なんと一人の男子教諭と付き合っているという真実を突き止めた。
少女はその男子教諭をスタンガンで拉致し、拷問して真実を突き詰めようとする。
恐怖に慄く男子教諭は真実を話し、女子生徒を階段からつきおとして"
"4408530","structured","20","745753","43000","output","3439","5歳から柔道をはじめた健は、オリンピックを目指して毎日柔道に励んでいます。15歳になる頃、健は親に柔道の名門高校に進学したいとお願いします。そして、そこで柔道を始めますが、そこでは先輩からのいじめやシゴキが半端ではなく、限りなく地獄のような日々でした。しかし、健は挫けず頑張りぬきました。そして、高校3年の県大会の個人戦では見事優勝に輝き全国大会に出場しましたが、結果はベスト８でした。この時、健は自分の努力が報われた気持ちになりました。その後、大学は上記の成績により推薦で進むことになりました。そこではそれほど良い成績は残せませんでしたが、卒業後は、健の母校である高校のコーチとして入ることが出来ました。その後の健は、"
"5138531","structured","16","535435","35000","planning","982","小さな町の片隅に魚屋があり、老夫婦がその魚屋で勤めていた。その町には猫がたくさん住んでいて、その中に立派な猫のリーダーである、タマキングと呼ばれる猫がいた。魚屋の店主は本来は捨てるはずの魚の端切れを毎日猫たちにあげていた。
ある時、その魚屋でお店の魚が全て盗まれるという事件が起こった。魚が盗まれて困るのは老夫婦だけではなく、猫たちも同じだった。魚が無くなってしまうと猫たちが食べるものも無くなってしまう。そこで、タマキングを中心として猫たちは盗まれた魚を探すことを決意する。するとネズミたちのアジトを見つけ、そこに大量の魚があった。魚を盗んだのはネズミたちだった。そのネズミたちは盗んだ魚を売って自分たちのアジトを大きくするための資金を集めていたのだった。
何度も抵抗されながらタマキングはネズミたちを退治することに成功し、見事に魚を全て取り戻したのだった。タマキングは"
"114735","structured","5","223298","33000","planning","1840","アメリカ軍に入隊したばかりの二等兵クリス。ある日、彼は重要な任務をアメリカ大統領から命じられることになる。どうして二等兵の彼に重要な任務を与えられたのか。それは実は彼がアメリカ軍が密かに開発したサイボーグだったらである。見た目は人と変わらないが全身は金属や強化プラスチック、人工皮膚で構成されており、人とは全く違ってい"
"4277165","structured","12","453295","21000","planning","1287","主人公のたかしはごく普通の男性で家族は妻と子の3人暮らしていたある日
家族旅行の途中で事故に合ってしまう目が覚めるとそこは昔住んでいた大学時代の部屋だったふとテレビに目をやるとそこには昔好きだったテレビの生放送をやっていた。混乱しながらも状況を理解しようとする"
"6157211","structured","18","630888","25000","output","904","1．ある日、人間がペットショップを覗いていると、ふと一つの水槽が目に入った。人間は一目見て魚に恋に落ちた。店員に自分が恋をしたことを伝えると、「頭がおかしいのか？」と嘲笑されてしまう。それでも、自分の恋心に正直になりたいと願った人間は、魚を購入しようとする。しかし、不審に思った店員に購入を断られてしまう。「そんなに買いたかったら10倍の値段でなら売るよ」と言われてしまい、途方に暮れる人間。さらに、人間は自分の部屋では魚を買うことができるスペースがないことを思い出す。それでも魚との恋を成就させたい人間は、ギャンブルでお金を増やそうと試みる。突発的な考えだったが、見事ギャンブルは成功し、手元の資金が100倍になった。魚の購入資金ができた主人公は、まず、不動産に行って今よりも大きい部屋を借りることにした。魚と愛し合える十分なスペースの部屋を借りたあと、恋が始まったペットショップに行くことにした。意気揚々とお店のドアを開けると、そこには人間が恋した魚が、今にも買われてしまいそうな場面に遭遇してしまった。焦った人間は、店員と客に詰め寄り「自分が先に買おうとしたんだ！」と大声で叫ぶ。驚いた店員と客は、互いに顔を見合わせて苦笑する。「私が買うので諦めてください」、半笑いで人間にｇ"
"1069349","structured","6","314851","45000","revision","1876","「ココ」という宛先から私のスマホにメールが来た。
バグっているのか、メールの時間設定がおかしい。
少し怖いが、好奇心に勝てずメールを開くことにした。
「父さん、8月のお盆に実家に帰ります。心配しなくてもこちらは大丈夫。大学でも上手くやっています。」
さすがにこのメールをそのままスルーするのはよくないと考え、私は送信相手に間違っているえメール"
"2349425","structured","10","382090","38000","output","984","Aは都内の学校に通う男子高生だ。
ある朝、Aは鏡を見た自分の姿に驚いた。
なんと自分の姿が女性になっていた。
驚きつつも部屋から出て家族の様子を確認すると、家族の性別も変わっていた。
家族はAの姿を見ても驚きもせず、当たり前のように接してきた。
Aは動揺しつつも、いつもどおりの生活をしておこうと思い、学校へ向かった。
学校でもクラスメイトの性別は変転しており、誰もおかしいと感じていないようだった。
友人たちと話していると、性格は変わっていないようだが、なにか話が噛み合わない部分やおかしい事があった。
授業中、みんな立って"
"4409144","structured","15","505978","35000","revision","1315","勉強が苦手な小学三年生のまみは、どうしたらテストで良い点が取れるか悩んでいた。ある日、学校の帰り道に「勉強ができる鉛筆」と書かれた鉛筆を拾う。その鉛筆は握っていると笑い声が聞こえてきたり、泣き声が聞こえたりする不思議な鉛筆だった。
まみはその鉛筆を使って学校の予習や復習をなんとか毎日取り組むようにする。鉛筆から聞こえる笑い声や鳴き声に邪魔されながらも、自宅ではその鉛筆を使って学習するようにした。学校では先生や友達に勉強の分からない箇所を聞いたりして、以前よりも真面目に取り組むようになる。
その結果、いつの間にか勉強が自然と分かるようになり、「勉強ができる鉛筆」を使わなくても自分自身の力でテストで良い点が取れるくらい勉強ができるようになっていた。そんな時に「勉強ができる鉛筆」を握ってみると、もう笑い声も泣き声も聞こえなくなっていた。"
"163607","structured","17","635774","40000","planning","1990","　朝、毎日欠かさない庭に植えた植物の水やりをしながら庭の隅に目をやると、植えた覚えのない植物が芽を出している。
何処からか飛んできた種が芽吹いたのか小さな芽が可愛らしく、他の植物同様に水を掛けてやる。
　日に日に成長していく名も知らぬ植物は1週間もすると大きさが30?にもなり、艶やかな緑の葉を付け立派に育っている様子に嬉しくなる。ある朝、名も知らぬ花に水をやりながら見てみると小さなつぼみが付いている。どんな花を咲かせてくれるのか楽しみになり開花が待ち遠しいと思えた。
　食朝、名も知らぬ植物を見てみるとつぼみの周りに無数の小さな虫が付いているのが見えた。あまりの虫の数に驚きながら、自分で虫を取る事が出来ない名も知らぬ植物に代わり、私が虫を取り除く事にした。
　虫はじっとしているが気持ちのいい"
"4441706","structured","18","658638","23000","output","2172","田中太郎は、子供のころから野球を見ることが好きであった。彼はもともとテレビで野球を見ているだけであったが、次第に自分でも野球がしたいと思うようになった。そのことを太郎は両親に相談したところ、地元で活動しているリトルリーグのチームを教えてもらった。太郎は興味があったので、このチームに入って野球を始めることにした。
太郎は野球をすることが初めてあったので、チームに入った当初は、なかなかチームの練習についていくことができなかった。太郎はチームの中で一番下手な選手であったため、試合に出ることもできなかった。
太郎はベンチから試合を見ながら、いつの日か自分も試合に出たいと考えていた。そのために太郎はずっと真面目に練習を続けていたが、どれだけ真面目に練習をしても、太郎は試合に出ることができなかった。
太郎は次第に、練習をするのが辛くなってきた。いくら練習をしても試合に出られないので、チームをやめたくなった。そのことを太郎は、監督に相談したところ、監督はあきらめずに練習を続けろと、太郎をはげました。
ある"
"4858226","structured","22","755844","40000","revision","2417","ある日、突然ある国から伝染病が起き始める。
過去にない症状なので初めのころはパニック状態が続いた。
いろんな国の学者や医者がこの病原菌について調べ始めたが、なかなかいい答えが見つからなかった。
この病原菌のもっとも近くにいたのはその学者たちであったので、だんだんと学者たちにも感染者が増えていくことになる。
一番研究をしている人々が解決策を調べないといけないのだが、自らが感染してしまっているので、解決策はなかなかみつからず、難航していた。
しばらくその流れが続いたころ、急速に感染者が増えていたのが和らぎ始めた。
なぜかはわからないが、以前よりも感染が減ってきているような感じがする。
どうやらこの菌は３か月ほどで自然に消滅するものだと判明する。
そのころ、警察からある情報が入り始める。
どうやら感染源はある組織が作り出したもので、国をパニックにするために作り出したようだという。
結果その組織はその情報通りであって、警察に捕まり、この騒動はゆっくりと収まったのである。"
"679574","structured","7","288697","41000","planning","1749","のび太はいつものように、ジャイアンにいじめられた。今回の原因は、野球の試合でのび太が三振ばかりし、打てなかったことだ。
そのため、のび太はジャイアンを見返そうと、ドラえもんにお願いをし、何か良い道具がないか聞いた。

すると、ドラえもんは「打てるー！」という道具をのび太のために出した。これを使えば、誰もが簡単にホームランを打てるという魅力的なものだった。のび太は早速「打てるー！」を使った。

これまでの彼からは想像できないほど、簡単にホームランを打てるようになったのだ。4打席連続ホームランを打ち、周囲を驚かせた。

しかし、あまりにものび太がホームランを打つため、"
"5138531","structured","17","558572","21000","output","774","小さな町の片隅に魚屋があり、老夫婦がその魚屋で勤めていた。その町には猫がたくさん住んでいて、その中に立派な猫のリーダーである、タマキングと呼ばれる猫がいた。魚屋の店主は本来は捨てるはずの魚の端切れを毎日猫たちにあげていた。
ある時、その魚屋でお店の魚が全て盗まれるという事件が起こった。魚が盗まれて困るのは老夫婦だけではなく、猫たちも同じだった。魚が無くなってしまうと猫たちが食べるものも無くなってしまう。そこで、タマキングを中心として猫たちは盗まれた魚を探すことを決意する。するとネズミたちのアジトを見つけ、そこに大量の魚があった。魚を盗んだのはネズミたちだった。そのネズミたちは盗んだ魚を売って自分たちのアジトを大きくするための資金を集めていたのだった。
何度も抵抗されながらタマキングはネズミたちを退治することに成功し、見事に魚を全て取り戻したのだった。タマキングは取り戻した魚を魚屋に戻し、店主の老夫婦から深く感謝されたのだった。"
"4818552","structured","18","659736","34000","output","1063","少女は少し変わった性格をしていた。そのため、学校ではいつも一人だった。
そんな折、一人の生徒を殴ってしまい、その生徒の親御さんから訴えられてしまった。
訴えられて裁判沙汰になり、転校を余儀なくされた。
転校先の学校ではすでに少女のことが噂されており、好奇と蔑まれた視線に晒されていた。
そんな折、一人の女子生徒が階段から落ちて亡くなった。始めは事故だと思われたが、運悪く少女がそこを通りかかったことで犯人扱いされてしまう。
前歴のこともあり疑われるが、少女は身の潔白を証明させるために、聞き込みを始める。始めは協力を断っていた同級生たちも彼女の本意気な態度に、徐々に心を開き始めてともに解決しようと協力します。
すると、亡くなった女子生徒には悪い噂がついており、なんと一人の男子教諭と付き合っているという真実を突き止めた。
少女はその男子教諭をスタンガンで拉致し、拷問して真実を突き詰めようとする。
恐怖に慄く男子教諭は真実を話し、女子生徒を階段から突き落として殺害したことを認めた。
なんでも別れのもつれに寄る"
"6492409","structured","18","580913","42000","planning","1146","ある国に姉のアサと妹のエマという王族の姉妹がいた。両親は死亡しており、姉が王女になる戴冠式を迎えようとしていた。だが、アサには炎を操る魔法の能力があり、関h上の高ぶりが悪化させるものであった。しかし、そのことを隠して生きてきた。戴冠式当日になり、緊張したアサは魔法が誤って発揮されてしまった。それでエマはやけどしてしまい、アサは怖くなり、逃亡してしまった。エマはなぜアサがいなくなってしまったのか分からず、必死で追いかけた。エマを傷つけたくないアサは慌ててるあまり、魔法を何度も使ってしまい町中を焼いてしまう。それでも、エマはアサのために多くの人の協力のもと、アサのもとに追いつく。二人は話し合い、たくさんけんかにたが、やがて、二人ともお互いのことを想っていることに気づき、和解する。このような苦難を乗り越え帰国し、うまく能力を付き合いながら生きていくことを決心した。"
"4408530","structured","21","779993","30000","output","2824","5歳から柔道をはじめた健は、オリンピックを目指して毎日柔道に励んでいます。15歳になる頃、健は親に柔道の名門高校に進学したいとお願いします。そして、そこで柔道を始めますが、そこでは先輩からのいじめやシゴキが半端ではなく、限りなく地獄のような日々でした。しかし、健は挫けず頑張りぬきました。そして、高校3年の県大会の個人戦では見事優勝に輝き全国大会に出場しましたが、結果はベスト８でした。この時、健は自分の努力が報われた気持ちになりました。その後、大学は上記の成績により推薦で進むことになりました。そこではそれほど良い成績は残せませんでしたが、卒業後は、健の母校である高校のコーチとして入ることが出来ました。その後の健は、定年になるまで母校と"
"2349425","structured","11","404509","20000","output","661","Aは都内の学校に通う男子高生だ。
ある朝、Aは鏡を見た自分の姿に驚いた。
なんと自分の姿が女性になっていた。
驚きつつも部屋から出て家族の様子を確認すると、家族の性別も変わっていた。
家族はAの姿を見ても驚きもせず、当たり前のように接してきた。
Aは動揺しつつも、いつもどおりの生活をしておこうと思い、学校へ向かった。
学校でもクラスメイトの性別は変転しており、誰もおかしいと感じていないようだった。
友人たちと話していると、性格は変わっていないようだが、なにか話が噛み合わない部分やおかしい事があった。
たとえば授業中、みんな立って授業を受けていたり、教科書を逆さにもって"
"1069349","structured","7","340021","22000","planning","1199","「ココ」という宛先から私のスマホにメールが来た。
バグっているのか、メールの時間設定がおかしい。
少し怖いが、好奇心に勝てずメールを開くことにした。
「父さん、8月のお盆に実家に帰ります。心配しなくてもこちらは大丈夫。大学でも上手くやっています。」
さすがにこのメールをそのままスルーするのはよくないと考え、私は送信相手に間違っているというメールを送ることにしました。
"
"4441706","structured","19","676829","15000","output","1412","田中太郎は、子供のころから野球を見ることが好きであった。彼はもともとテレビで野球を見ているだけであったが、次第に自分でも野球がしたいと思うようになった。そのことを太郎は両親に相談したところ、地元で活動しているリトルリーグのチームを教えてもらった。太郎は興味があったので、このチームに入って野球を始めることにした。
太郎は野球をすることが初めてあったので、チームに入った当初は、なかなかチームの練習についていくことができなかった。太郎はチームの中で一番下手な選手であったため、試合に出ることもできなかった。
太郎はベンチから試合を見ながら、いつの日か自分も試合に出たいと考えていた。そのために太郎はずっと真面目に練習を続けていたが、どれだけ真面目に練習をしても、太郎は試合に出ることができなかった。
太郎は次第に、練習をするのが辛くなってきた。いくら練習をしても試合に出られないので、チームをやめたくなった。そのことを太郎は、監督に相談したところ、監督はあきらめずに練習を続けろと、太郎をはげました。
ある日の試合で、太郎はそのひも"
"276409","structured","22","870711","39000","output","2000","ある日目の前に先祖の幽霊が現れて自分の行いがあまりにも人の道から外れているので呪いをかけて5時間以内に改心しなければあの世に連れて行ってやると脅された。解決する方法は2人の他人から感謝されるようなことをしなければならないと言われた。仕方がないので困っている人を探して救ううしかないと辺りを見回したけどそんな人はいなかった。どうしようかと立ち尽くしていたら突然激しい雨が降ってきたのでこれだと思いコンビニに行って傘を2本買い、誰か困っていないか探したらほとんどの人が傘を持っていなかったので近くにいた人に半ば強引に差し上げますと言って傘を手渡してやった。そうしたら霊がやって来てそんなことで改心したことになるかと心底あきれた表情だったけど自分の程度を分かっていたのかため息なじりに「仕方がない、これくらいで勘弁してやる"
