"ID","condition","order","time","probe_interval","response","response_time_for_beep","trial_text"
"839571","control","10","371530","24000","output","2395","ある日宇宙に小さな花が咲いていました。
その小さな花はいつか別の星に行きたいと願っていました。
なぜなら、その小さな花は意思を持っており自分が新天地に旅建つことを夢に見ていたからでした。

ですが、その小さな花は所詮花なのでそこから動くことができませんでした。なので、宇宙の旅行者が自分のところに来て一緒に連れて行って欲しいと願っていました。

それしか、その小さな花が新天地に行く手段はなかったからです。そして、ついにその小さな花は新天地に旅立つチャンスがやってきました。

なぜなら、ついに宇宙の旅行者が自分のところに来てくれて自分を一緒に連れて行って欲しいと伝えることができるチャンスが来たからです。

そして、その小さな花は"
"6233409","control","18","650709","37000","output","1400","二匹の猫が並んで歩いていました。
オスの猫は黒色、メスの猫は白色をしています。
黒色のオス猫は白色のメス猫の事がとても好きです。

向かい側からオスのトラ猫が歩いてきました。
トラ猫は白色のメス猫をとても気に入ったようです。

黒猫とトラ猫は白猫をめぐってのライバル関係になりました。
二匹とも白猫に気に入られるように何かプレゼントをあげようと考えます。

黒猫は白猫のためにどこかからソーセージを探して持ってきました。
トラ猫は白猫のためにどこかから煮干しを探して持ってきました。

白猫はどちらを食べようか迷っています。

黒猫とトラ猫はじっと目を合わせてにらみ合いながら一歩もゆずらない気持ちです。

しばらくするといつの間にか白猫がいなくなっている事に気が付きました。
ソーセージと煮干しはそのまま残っています。

二匹は慌てて白猫を探しました。すると少し離れたところに白猫がいました。
よく見ると毛並みのいいオスのグレーの猫と一緒にいます。
そして、グレーの猫が持ってきた高級な肉をおいしそうに食べていました。

黒猫とトラ猫はがっかりしてお互い目を合わせ、仕方なく仲良くソーセージと煮干しを分け合って食べました。

その後黒猫とトラ猫はとても仲のいいｄ"
"3585633","control","11","456656","39000","planning","1095","私は、暗い夜道をひたすらに歩いていた。
ただまっすぐに、まっすぐに。
今が何時なのかは一切わからない。
極端に言えば、自分が誰なのかさえわかっていない。
ただただ、何かに追われているような気がして、焦っている。

何か心の中では、何とも言えない過去という恐怖から逃れているようにも感じる。
何分歩いたのだろう。私の前に赤い明りのついた建物が見えてきた。
それはとても不気味で、地獄の入り口のようにも感じた。
しかし、私の意思とは相反して、"
"1966230","control","8","329789","30000","output","1390","A子は楽しみにしていた映画を観にショッピングモールへと車で向かっていた。いつもの道路は通勤ラッシュなのか渋滞しており、ショッピングモールまではあと少しなのに一向に車が動かない状態が続いた。
時計を見ても開場時間の10分前が迫っていた。ようやく車が動き出してショッピングモールに着いたのは上映開始の2分前だった。
すぐに"
"1274239","control","14","500832","23000","revision","1376","ある日の真夜中。僕どうしてもお腹が空いて台所でカップ麺を作ろうとしていた。
お湯を注いでふたを閉じ、キッチンタイマーを3分にセット。

タイマーが「ピッ」と鳴った瞬間どこからともなくドアベルが鳴った。

こんな時間に誰だろうと思って玄関を開けると、作業服を着た配達員が立っていた。

胸には「ラーメン納品部」と書かれたワッペン。

「お待たせしました、納期通りです」

配達員は両手で大きな箱を差し出してきた。

中には作りかけのカップ麺がぎっしり詰まっているて、すべてお湯を入れてちょうど3分経った状態らしい。

「いや、もう作ってあるんで…」と言うと、配達員は一枚の書類を見せた。

『深夜即席麺契約書　第7条　3分後の納品義務』と書かれている。

「契約って…いつですか？」

配達員は少し困った顔で答えた。

「小学校3年生のとき、給食でラーメン食べましたよね？　あれです。」

結局、山本は一晩で14個のカップ麺を食べきった。

翌朝、食器棚を開けると、中はどんぶり麺でぎっしり埋まっていた。

そこには新しい書類が置かれていた。

『次回納期：明日3分後』"
"5398551","control","16","535169","41000","planning","1182","時代ははるか未来、AIが今より発展し、ロボットとして、人間と区別がつかないほど進化し、独自の意識を持つほどになっている。それほどまでに進化した彼らには、人間の人権のような権利が認められ、人間と共存していた。
しかしAIは万能ではない。人間が時におかしくなり犯罪を犯すように、AIもまたその回路に変調をきたすことがあり、そうなった場合彼らは罪を犯してしまう。人間以上に強靭な機械の体を持つ彼ら、その蛮行を止めるには、これまでの警察機構とは異なる、彼ら専用の強力な抑止となるものが必要になった。そうして設立されたのが、対AI警察機構カウンターAI、『CAI』である。この物語はCAIに所属することとなった新人AIロボットである『ジャック』の"
"4983408","control","14","491589","19000","output","1737","街外れにある小さな村に、一人の女の子がいました。魔法が使える世界にあるこの村の女の子は、魔法の勉強を毎日しています。今使える魔法は回復魔法。優しい女の子は自分の回復魔法を今以上に勉強をしたいと日々生きています。

こんな女の子は突然怪我をした男の子に出会いました。
「大丈夫？怪我はない？」
と聞くと、
「大したことない。イテテ。ちょっと転んで擦りむいただけ。こんなのへっちゃらさ。」
と女の子に良いところを見せたい一心で返事をしました。
女の子は男の子の怪我を治したい一心で回復魔法を使いました。男の子は女の子の優しさを覚えて心が温かくなりました。

女の子は回復魔法をもっと習得したい気持ちで、その後も魔法の勉強に専念しました。今では治癒魔法だけではなく、ステータス状態を維持する魔法も習得し始めています。"
"2752457","control","13","506525","29000","planning","1106","ある日、日本のとある農村部に未知のウイルスが蔓延し始める。そのウイルスに感染した者には、当初微熱が発症する。単なる風邪だろうとたかをくくっていると、その数日後に高熱・頭痛・悪寒・吐き気などの重症に発展していく。ついには吐血・目眩・意識混濁に陥り、最終的に絶命に至る。このウイルスの猛威の前に、日本国内の名だたる医学者たちも全くなすすべがなかった。新種のウイルスは農村部を起点に日本国内のあらゆる地域へ感染範囲を広げていく。事態を重く見た政府はウイルス感染者を隔離するため、一人でも感染者が見つかった地域を閉鎖した。"
"4960690","control","12","434822","33000","output","999","右下腹部に痛みを感じていたが放置していた。
最初は筋肉痛だと思っており特に何も気にしていなかった。
ちょうど妻が健康診断の結果を踏まえて、大腸内視鏡検査を受けていた。
自分ももしかしてと思い、大腸の不調を疑い始めた。
すぐに消化器内科を受診した。
念のため、大腸内視鏡を受けましょうということで、三週間後に決まった。
その後不安を抱えながらも日常を過ごしていたが、痛みが強くなってきた。
どう考えても筋肉的な痛みのため、腹壁瘢痕ヘルニアを疑った。
エコーで確認が取れないか、近所にクリニックを受診した。
大きな病院でCTをやらないとわからないということで紹介状をもらって予約を済ませた。
その予約日が来る前に、痛みが強く危機感を感じて受診した。
予約日前だが検査でき、その日は結果はわからなかった。
一週間後、MRIの結果が出て、原因が判明した。
腹斜筋断裂だった。
ホットしたが、３日後に大腸内視鏡検査を控えている。
原因は判明したからキャンセルするか悩んだ。
だが、せっかくだからと思い、気軽な気持ちで受けてみた。
すると、ポリープが見つかりその場で切除してもらった。
"
"1919427","control","9","371363","35000","output","1502","てつのりは長すぎた髪を切ろうと考え、いつも通っている美容院に行くことにした。
道中髪型をどうしようかと考えていたが、どうにも考えまとまらず、頭の中は自然と今年の夏のことに。

猛暑日が続く中、おじいちゃんが死んだという報が届いたのは8月の中旬だった。
てつのりは幼少期から祖父祖母のもとに預けられて、それから高校を卒業するまではずっと彼らと一緒にいたのだ。
そのため、報が届いたときにてつのりは我を失うほど泣き、近年会いに行けていなかったよ
"
"3283357","control","10","359806","27000","output","1591","1702年、カリブ海のトルトゥーガの島。海賊たちがたむろする酒場に、ボロボロの男が入店してくる。その男に声をかける赤いバンダナの男。「おい、あんた、どうした？　ここらじゃ見ない顔だな。」
ボロボロの男は答える。「オレは、ドラゴン海賊団のレイヴ。あ、あんたは？」
赤いバンダナの男は「オレはミゲルだ。ドラゴン海賊団って言ったら、スペイン船の私掠船の連中だろ？そんな奴がここにいたら、他の海賊たちに殺されちまうぞ。」
「お、オレは確かにスペイン公認の私掠船の海賊だが、スペイン政府のやり方と汚職が」"
"3710758","control","12","467647","42000","planning","1314","私はいま、北海道に旅行に来ています。
この旅行の目的はおいしいものをたくさん食べることです。
海に面していない県に住んでいるので、おいしい海鮮をおなか一杯に食べたいと、一年近く前から計画をしていました。
やっぱり北海道と言えばカニですね！
あとはホタテとか雲丹とかお寿司が食べたいです。
あと、北海道は牛乳がおいしそうなイメージがあるので、生クリームを使ったスイーツやソフトクリームを食べ歩きしたいです。
旅行の日程が2泊3日なので食べ歩くのにも限界がありますが、できる限り北海道の食を満喫して帰りたいと思います。
という見知らぬ人のSNS投稿を見て、自分も北海道へ行きたくなりました。
最近は旅費がどんどん高くなってきているので、ぜひドラえもんにどこでもドアをお借りして、ドアを開けたら北海道であってほしいです。"
"3260097","control","17","594750","44000","output","2052","小さな子猫と独りぼっちで寂しい思いをしている少年が雨の中出会った。最初は全く子猫に興味がなかったが、自分と同じように一人でいる猫に親近感を覚え、いつしかこの子とずっと一緒にいたいと思うようになる。

そんなある日、少年はいたはずの猫の姿を見失ってしまう。とても不安になりそこらじゅうを探し回っていると、いつの間にか母猫を見つけて一緒にいられるようになっていた。

心から良かったと思う反面、何だか自分だけ取り残されたような気持ちになり、また一人ぼっちの孤独を味わっていたら、今度はその母猫が少年の近くまで来てじっと見つめた後、ぺこりと人間のようにお辞儀をして子猫と一緒にその場を後にしていった。

自分に感謝してくれたのかな？僕は何かの役に立てた？そう思ったら急に嬉しくなり、自分でも誰かの役に立ったりできるんだと思うようになり、それ以来少年は積極的に人と話すことができるようになり、自分に自信がついて前よりもどんどん明るくなっていった。

人はひょんなことからか変わるきっかけを見つけることができ、それは人生のターニングポイントになることがある。

そんな教訓を肌で感じ、少年はよりいっそう誰かのために行動しようと思えるようになった。そんな成長ものがあり"
"4758400","control","9","309180","27000","output","1716","都内の路上。
とある人気女優が、帰路へと着いていた。
そんな時、道端で弱った黒猫を見つける。
明日は休みということもあって、彼女は自宅に連れ帰って看病した。
その猫は見る見る元気になり、彼女は安堵して床に就いた。
翌朝、彼女が目覚めると、何と頭には猫の耳が、腰には尻尾が付いていた。
すると、昨日助けた黒猫が、元気に人間の言葉を使って説明をする。
何と、助けてくれた恩返しとして、彼女がかつて猫になりたいと雑誌では発言していたことを真に受け、猫に変身させたのだ。
これでは困ると言った彼女は、元に戻る方法を黒猫に聞く。
曰く、もとにもどるためｎ"
"2172518","control","2","92303","24000","planning","1109","いぬの"
"1274239","control","15","520144","17000","revision","1375","ある日の真夜中、どうしてもお腹が空いて台所でカップ麺を作ろうとしていた。

お湯を注いでふたを閉じ、キッチンタイマーを3分にセット。

タイマーが「ピッ」と鳴った瞬間どこからともなくドアベルが鳴った。

こんな時間に誰だろうと思って玄関を開けると、作業服を着た配達員が立っていた。

胸には「ラーメン納品部」と書かれたワッペン。

「お待たせしました、納期通りです」

配達員は両手で大きな箱を差し出してきた。

中には作りかけのカップ麺がぎっしり詰まっているて、すべてお湯を入れてちょうど3分経った状態らしい。

「いや、もう作ってあるんで…」と言うと、配達員は一枚の書類を見せた。

『深夜即席麺契約書　第7条　3分後の納品義務』と書かれている。

「契約って…いつですか？」

配達員は少し困った顔で答えた。

「小学校3年生のとき、給食でラーメン食べましたよね？　あれです。」

結局、山本は一晩で14個のカップ麺を食べきった。

翌朝、食器棚を開けると、中はどんぶり麺でぎっしり埋まっていた。

そこには新しい書類が置かれていた。

『次回納期：明日3分後』"
"1533311","control","14","501444","39000","planning","830","おばあさんとおじいさんが川に洗濯に行きました。そこへ桃が流れてきましたが、二人とも見逃してしまいました。ある日、二人の元へ少年が現れました。少年は私は桃太郎だと自慢げに名乗りましたが、おじいさんとおばあさんは意味がわかりません。少年は二人に桃太郎の絵本を読んだことがないのかと尋ねました。二人は首を横に振りました。仕方なく少年は桃太郎という絵本を取り出しおじいさんとおばあさんに読み聞かせを始めました。すると二人はたいそう感激して少年にお礼を言い、"
"6233409","control","19","677990","15000","other","3671","二匹の猫が並んで歩いていました。
オスの猫は黒色、メスの猫は白色をしています。
黒色のオス猫は白色のメス猫の事がとても好きです。

向かい側からオスのトラ猫が歩いてきました。
トラ猫は白色のメス猫をとても気に入ったようです。

黒猫とトラ猫は白猫をめぐってのライバル関係になりました。
二匹とも白猫に気に入られるように何かプレゼントをあげようと考えます。

黒猫は白猫のためにどこかからソーセージを探して持ってきました。
トラ猫は白猫のためにどこかから煮干しを探して持ってきました。

白猫はどちらを食べようか迷っています。

黒猫とトラ猫はじっと目を合わせてにらみ合いながら一歩もゆずらない気持ちです。

しばらくするといつの間にか白猫がいなくなっている事に気が付きました。
ソーセージと煮干しはそのまま残っています。

二匹は慌てて白猫を探しました。すると少し離れたところに白猫がいました。
よく見ると毛並みのいいオスのグレーの猫と一緒にいます。
そして、グレーの猫が持ってきた高級な肉をおいしそうに食べていました。

黒猫とトラ猫はがっかりしてお互い目を合わせ、仕方なく仲良くソーセージと煮干しを分け合って食べました。

その後黒猫とトラ猫はとても仲のいい大親友になりました。"
"6337447","control","8","308791","42000","planning","1424","科学的なエビデンスとか、万人における再現性がどこまであるかはわからないんだけど、「身近なものを使って無料で楽しく遊んでいるうちに、自然に脳のワーキングメモリも鍛えられるなら最高じゃね？」という可能性について。

まず、用意するのは、ランダムな「4桁の数字」。個人的におすすめなのは、「現在時刻」とか「街中でパッと目に入った車のナンバープレート」とかかな。
これを「足す・引く・掛ける・割る」ことで、最終的に「10」を作る、という遊び。数字を使う順番は、任意で考えてもOK。

例えば「"
"5398551","control","17","556778","19000","planning","922","時代ははるか未来、AIが今より発展し、ロボットとして、人間と区別がつかないほど進化し、独自の意識を持つほどになっている。それほどまでに進化した彼らには、人間の人権のような権利が認められ、人間と共存していた。
しかしAIは万能ではない。人間が時におかしくなり犯罪を犯すように、AIもまたその回路に変調をきたすことがあり、そうなった場合彼らは罪を犯してしまう。人間以上に強靭な機械の体を持つ彼ら、その蛮行を止めるには、これまでの警察機構とは異なる、彼ら専用の強力な抑止となるものが必要になった。そうして設立されたのが、対AI警察機構カウンターAI、『CAI』である。この物語はCAIに所属することとなった新人AIロボットである『ジャック』の、戦いと葛藤についてのものである。
"
"3922243","control","14","462520","38000","output","712","　目が覚めると、真っ白い何もない部屋にいた。
　自分がどうしてここにいるのかもよくわからない。
　今まで自分が何をしていたのか思い出そうとするが、頭に靄がかかったように記憶がぼんやりとしていた。

　しばらく部屋でぼーっとしていたが、ふと気が付くと部屋の真ん中に小さなテーブルがあった。
　先ほどまでは無かったはずなのに、と不思議に思いながら近づくと、テーブルの上には一枚の紙があった。


　「どうして」


　赤い文字でそれだけが書かれていた。
　なにがどうしてなのだろう？そして誰がこれを書いたのだろう。
　様々な疑問が湧き上がってくる。と同時になんだか胸騒ぎもする。

　しばしの間、その紙を眺めていたが、ふと視線を上げると部屋の中に一つだけ扉が表れていた。
　何の変哲もない扉ではあったが、心の中ではなぜかその扉を開けてはいけないと強く警告されているような気がした。

　もう一度紙に視線を向ける。


　「どうして」


　赤くか細い字で書かれている。
　どうして。
　この字を見るととても胸がざわつく。

　しかしそうしていても部屋には何も変化はなく、一つため息をつくと、覚悟を決めて扉を開けてみることにした。


　扉をあけるとその先は真っ暗だった。
　かろうじてろうかであるこ"
"438363","control","13","457272","30000","revision","1471","僕は川沿いをランニングするのが日課だった。サッカー部に入っているのだが、部活を終えた後も、足腰を鍛え、持久力を付けるために、一度家に帰った後も、こうしてランニングに励むのだった。ある日、何時ものように川沿いを走っていると突然、空が真っ黒な雲に覆われ、雷の音が響いてきた。大きな雨粒がポツポツと降ってきて、僕の顔に当たる。「雷雨だ」と慌てて、近くの大きな樹の下に雨宿りをした。雨は激しくなるばかりだった。雨具を持っていないため、このままここに止まるしかない。暗くなり視界が悪くなっていく川の景色を眺めながら、ため息をついた。川の水かさはみるみる増していく。その時だった。激しい雷鳴や雨音に交じって"
"1919427","control","10","394941","19000","planning","1887","てつのりは長すぎた髪を切ろうと考え、いつも通っている美容院に行くことにした。
道中髪型をどうしようかと考えていたが、どうにも考えまとまらず、頭の中は自然と今年の夏のことに。

猛暑日が続く中、おじいちゃんが死んだという報が届いたのは8月の中旬だった。
てつのりは幼少期から祖父祖母のもとに預けられて、それから高校を卒業するまではずっと彼らと一緒にいたのだ。
そのため、報が届いたときにて近年会いに行けていなかった
"
"3585633","control","12","487956","27000","output","1254","私は、暗い夜道をひたすらに歩いていた。
ただまっすぐに、まっすぐに。
今が何時なのかは一切わからない。
極端に言えば、自分が誰なのかさえわかっていない。
ただただ、何かに追われているような気がして、焦っている。

何か心の中では、何とも言えない過去という恐怖から逃れているようにも感じる。
何分歩いたのだろう。私の前に赤い明りのついた建物が見えてきた。
それはとても不気味で、地獄の入り口のようにも感じた。
しかし、私の意思とは相反して、私の足は無理やりにその建物にちｋ"
"3283357","control","11","385078","21000","output","1662","1702年、カリブ海のトルトゥーガの島。海賊たちがたむろする酒場に、ボロボロの男が入店してくる。その男に声をかける赤いバンダナの男。「おい、あんた、どうした？　ここらじゃ見ない顔だな。」
ボロボロの男は答える。「オレは、ドラゴン海賊団のレイヴ。あ、あんたは？」
赤いバンダナの男は「オレはミゲルだ。ドラゴン海賊団って言ったら、スペイン船の私掠船の連中だろ？そんな奴がここにいたら、他の海賊たちに殺されちまうぞ。」
「お、オレは確かにスペイン公認の私掠船の海賊だが、スペイン政府のやり方と汚職が気にくわなくてな。逆にスペインのスクーナー船をおそってお」"
"1966230","control","9","368567","36000","output","1056","A子は楽しみにしていた映画を観にショッピングモールへと車で向かっていた。いつもの道路は通勤ラッシュなのか渋滞しており、ショッピングモールまではあと少しなのに一向に車が動かない状態が続いた。
時計を見ても開場時間の10分前が迫っていた。ようやく車が動き出してショッピングモールに着いたのは上映開始の2分前だった。
すぐに車を停めてトイレだけを済ませて、チケットのはっけ"
"2752457","control","14","542201","33000","planning","899","ある日、日本のとある農村部に未知のウイルスが蔓延し始める。そのウイルスに感染した者には、当初微熱が発症する。単なる風邪だろうとたかをくくっていると、その数日後に高熱・頭痛・悪寒・吐き気などの重症に発展していく。ついには吐血・目眩・意識混濁に陥り、最終的に絶命に至る。このウイルスの猛威の前に、日本国内の名だたる医学者たちも全くなすすべがなかった。新種のウイルスは農村部を起点に日本国内のあらゆる地域へ感染範囲を広げていく。事態を重く見た政府はウイルス感染者を隔離するため、一人でも感染者が見つかった地域をテレビやインターネットを通じて"
"839571","control","11","418580","43000","planning","2595","ある日宇宙に小さな花が咲いていました。
その小さな花はいつか別の星に行きたいと願っていました。
なぜなら、その小さな花は意思を持っており自分が新天地に旅建つことを夢に見ていたからでした。

ですが、その小さな花は所詮花なのでそこから動くことができませんでした。なので、宇宙の旅行者が自分のところに来て一緒に連れて行って欲しいと願っていました。

それしか、その小さな花が新天地に行く手段はなかったからです。そして、ついにその小さな花は新天地に旅立つチャンスがやってきました。

なぜなら、ついに宇宙の旅行者が自分のところに来てくれて自分を一緒に連れて行って欲しいと伝えることができるチャンスが来たからです。

そして、その小さな花は旅行者に自分も一緒に宇宙旅行に連れて行って欲しいと伝えました。

ですが、その"
"4758400","control","10","337186","24000","output","1604","都内の路上。
とある人気女優が、帰路へと着いていた。
そんな時、道端で弱った黒猫を見つける。
明日は休みということもあって、彼女は自宅に連れ帰って看病した。
その猫は見る見る元気になり、彼女は安堵して床に就いた。
翌朝、彼女が目覚めると、何と頭には猫の耳が、腰には尻尾が付いていた。
すると、昨日助けた黒猫が、元気に人間の言葉を使って説明をする。
何と、助けてくれた恩返しとして、彼女がかつて猫になりたいと雑誌では発言していたことを真に受け、猫に変身させたのだ。
これでは困ると言った彼女は、元に戻る方法を黒猫に聞く。
曰く、元に戻るためには、離れてしまった群れを探さなけば行けないのだそうだ。
"
"1274239","control","16","545648","23000","revision","1457","ある日の真夜中、どうしてもお腹が空いて台所でカップ麺を作ろうとしていた。

お湯を注いでふたを閉じ、キッチンタイマーを3分にセット。

タイマーが「ピッ」と鳴った瞬間どこからともなくドアベルが鳴った。

こんな時間に誰だろうと思って玄関を開けると、作業服を着た配達員が立っていた。

胸には「ラーメン納品部」と書かれたワッペン。

「お待たせしました、納期通りです」

配達員は両手で大きな箱を差し出してきた。

中には作りかけのカップ麺がぎっしり詰まっているて、すべてお湯を入れてちょうど3分経った状態らしい。

「いや、もう作ってあるんで…」と言うと、配達員は一枚の書類を見せた。

『深夜即席麺契約書　第7条　3分後の納品義務』と書かれている。

「契約って…いつですか？」

配達員は少し困った顔で答えた。

「小学校3年生のとき、給食でラーメン食べましたよね？　あれです。」

結局、山本は一晩で14個のカップ麺を食べきった。

翌朝、食器棚を開けると、中はどんぶり麺でぎっしり埋まっていた。

そこには新しい書類が置かれていた。

『次回納期：明日3分後』"
"6337447","control","9","331750","20000","revision","769","科学的なエビデンスとか、万人における再現性がどこまであるかはわからないんだけど、「身近なものを使って無料で楽しく遊んでいるうちに、自然に脳のワーキングメモリも鍛えられるなら最高じゃね？」という可能性について。

まず、用意するのは、ランダムな「4桁の数字」。個人的におすすめなのは、「現在時刻」とか「街中でパッと目に入った車のナンバープレート」とかかな。
これを「足す・引く・掛ける・割る」ことで、最終的に「10」を作る、という遊び。数字を使う順番は、任意で考えてもOK。

例えば「1457」だったら（※たまたま今見た、課題のｋ）"
"4960690","control","13","474911","37000","output","1011","右下腹部に痛みを感じていたが放置していた。
最初は筋肉痛だと思っており特に何も気にしていなかった。
ちょうど妻が健康診断の結果を踏まえて、大腸内視鏡検査を受けていた。
自分ももしかしてと思い、大腸の不調を疑い始めた。
すぐに消化器内科を受診した。
念のため、大腸内視鏡を受けましょうということで、三週間後に決まった。
その後不安を抱えながらも日常を過ごしていたが、痛みが強くなってきた。
どう考えても筋肉的な痛みのため、腹壁瘢痕ヘルニアを疑った。
エコーで確認が取れないか、近所にクリニックを受診した。
大きな病院でCTをやらないとわからないということで紹介状をもらって予約を済ませた。
その予約日が来る前に、痛みが強く危機感を感じて受診した。
予約日前だが検査でき、その日は結果はわからなかった。
一週間後、MRIの結果が出て、原因が判明した。
腹斜筋断裂だった。
ホットしたが、３日後に大腸内視鏡検査を控えている。
原因は判明したからキャンセルするか悩んだ。
だが、せっかくだからと思い、気軽な気持ちで受けてみた。
すると、ポリープが見つかりその場で切除してもらった。
痛みの原因は、腹斜筋断裂だが、このポリープ切除は偶然にも見つかって"
"1533311","control","15","532134","28000","output","891","おばあさんとおじいさんが川に洗濯に行きました。そこへ桃が流れてきましたが、二人とも見逃してしまいました。ある日、二人の元へ少年が現れました。少年は私は桃太郎だと自慢げに名乗りましたが、おじいさんとおばあさんは意味がわかりません。少年は二人に桃太郎の絵本を読んだことがないのかと尋ねました。二人は首を横に振りました。仕方なく少年は桃太郎という絵本を取り出しおじいさんとおばあさんに読み聞かせを始めました。すると二人はたいそう感激して少年にお礼を言い、二人の子供にならないかと言いました。"
"3922243","control","15","486890","22000","output","786","　目が覚めると、真っ白い何もない部屋にいた。
　自分がどうしてここにいるのかもよくわからない。
　今まで自分が何をしていたのか思い出そうとするが、頭に靄がかかったように記憶がぼんやりとしていた。

　しばらく部屋でぼーっとしていたが、ふと気が付くと部屋の真ん中に小さなテーブルがあった。
　先ほどまでは無かったはずなのに、と不思議に思いながら近づくと、テーブルの上には一枚の紙があった。


　「どうして」


　赤い文字でそれだけが書かれていた。
　なにがどうしてなのだろう？そして誰がこれを書いたのだろう。
　様々な疑問が湧き上がってくる。と同時になんだか胸騒ぎもする。

　しばしの間、その紙を眺めていたが、ふと視線を上げると部屋の中に一つだけ扉が表れていた。
　何の変哲もない扉ではあったが、心の中ではなぜかその扉を開けてはいけないと強く警告されているような気がした。

　もう一度紙に視線を向ける。


　「どうして」


　赤くか細い字で書かれている。
　どうして。
　この字を見るととても胸がざわつく。

　しかしそうしていても部屋には何も変化はなく、一つため息をつくと、覚悟を決めて扉を開けてみることにした。


　扉をあけるとその先は真っ暗だった。
　かろうじて廊下であることはわかるが、何の明かりもなく、ろうか"
"3260097","control","18","637158","40000","revision","1358","小さな子猫と独りぼっちで寂しい思いをしている少年が雨の中出会った。最初は全く子猫に興味がなかったが、自分と同じように一人でいる猫に親近感を覚え、いつしかこの子とずっと一緒にいたいと思うようになり、来る日も来る日も側にずっといた。

そんなある日、少年はいたはずの猫の姿を見失ってしまう。とても不安になりそこらじゅうを探し回っていると、いつの間にか母猫を見つけて一緒にいられるようになっていた。

心から良かったと思う反面、何だか自分だけ取り残されたような気持ちになり、また一人ぼっちの孤独を味わっていたら、今度はその母猫が少年の近くまで来てじっと見つめた後、ぺこりと人間のようにお辞儀をして子猫と一緒にその場を後にしていった。

自分に感謝してくれたのかな？僕は何かの役に立てた？そう思ったら急に嬉しくなり、自分でも誰かの役に立ったりできるんだと思うようになり、それ以来少年は積極的に人と話すことができるようになり、自分に自信がついて前よりもどんどん明るくなっていった。

人はひょんなことからか変わるきっかけを見つけることができ、それは人生のターニングポイントになることがある。

そんな教訓を肌で感じ、少年はよりいっそう誰かのために行動しようと思えるようになった。そんな成長物語。"
"2172518","control","3","131527","36000","output","1198","犬のシロはｓ"
"5398551","control","18","595397","36000","planning","894","時代ははるか未来、AIが今より発展し、ロボットとして、人間と区別がつかないほど進化し、独自の意識を持つほどになっている。それほどまでに進化した彼らには、人間の人権のような権利が認められ、人間と共存していた。
しかしAIは万能ではない。人間が時におかしくなり犯罪を犯すように、AIもまたその回路に変調をきたすことがあり、そうなった場合彼らは罪を犯してしまう。人間以上に強靭な機械の体を持つ彼ら、その蛮行を止めるには、これまでの警察機構とは異なる、彼ら専用の強力な抑止となるものが必要になった。そうして設立されたのが、対AI警察機構カウンターAI、『CAI』である。この物語はCAIに所属することとなった新人AIロボットである『ジャック』の、戦いと葛藤についてのものである。
新人であるジャックが配属された部署には、べてらｎ"
"438363","control","14","496822","34000","output","2023","僕は川沿いをランニングするのが日課だった。サッカー部に入っているのだが、部活を終えた後も、足腰を鍛え、持久力を付けるために、一度家に帰った後も、こうしてランニングに励むのだった。ある日、何時ものように川沿いを走っていると突然、空が真っ黒な雲に覆われ、雷の音が響いてきた。大きな雨粒がポツポツと降ってきて、僕の顔に当たる。「雷雨だ」と慌てて、近くの大きな樹の下に雨宿りをした。雨は激しくなるばかりだった。雨具を持っていないため、このままここに止まるしかない。暗くなり視界が悪くなっていく川の景色を眺めながら、ため息をついた。川の水かさはみるみる増していく。その時だった。「そこにいては危険ですよ」激しい雷鳴や雨音に交じって、誰かがよびかけ"
"839571","control","12","447613","25000","output","2146","ある日宇宙に小さな花が咲いていました。
その小さな花はいつか別の星に行きたいと願っていました。
なぜなら、その小さな花は意思を持っており自分が新天地に旅建つことを夢に見ていたからでした。

ですが、その小さな花は所詮花なのでそこから動くことができませんでした。なので、宇宙の旅行者が自分のところに来て一緒に連れて行って欲しいと願っていました。

それしか、その小さな花が新天地に行く手段はなかったからです。そして、ついにその小さな花は新天地に旅立つチャンスがやってきました。

なぜなら、ついに宇宙の旅行者が自分のところに来てくれて自分を一緒に連れて行って欲しいと伝えることができるチャンスが来たからです。

そして、その小さな花は旅行者に自分も一緒に宇宙旅行に連れて行って欲しいと伝えました。

ですが、その旅行者はある条件を飲めば"
"4758400","control","11","362912","22000","planning","1914","都内の路上。
とある人気女優が、帰路へと着いていた。
そんな時、道端で弱った黒猫を見つける。
明日は休みということもあって、彼女は自宅に連れ帰って看病した。
その猫は見る見る元気になり、彼女は安堵して床に就いた。
翌朝、彼女が目覚めると、何と頭には猫の耳が、腰には尻尾が付いていた。
すると、昨日助けた黒猫が、元気に人間の言葉を使って説明をする。
何と、助けてくれた恩返しとして、彼女がかつて猫になりたいと雑誌では発言していたことを真に受け、猫に変身させたのだ。
これでは困ると言った彼女は、元に戻る方法を黒猫に聞く。
曰く、元に戻るためには、離れてしまった群れを探さなけば行けないのだそうだ。
翌日以降、一人と一匹は、群れ探しに出かける、"
"1966230","control","10","403615","32000","output","1030","A子は楽しみにしていた映画を観にショッピングモールへと車で向かっていた。いつもの道路は通勤ラッシュなのか渋滞しており、ショッピングモールまではあと少しなのに一向に車が動かない状態が続いた。
時計を見ても開場時間の10分前が迫っていた。ようやく車が動き出してショッピングモールに着いたのは上映開始の2分前だった。
すぐに車を停めてトイレだけを済ませて、チケットの発券を行い、無事に座席に座ったのは上映開始時間だったけれど、なんとか間に合った。幸い映画は"
"1304218","control","0","36852","18000","planning","12536",
