success,trial_type,trial_index,time_elapsed,internal_node_id,ID,condition,StartTime,EndTime,task,view_history,rt,response,ref_text,intro_text,challenge_text,resolve_text,writing_txt,writing_duration_rt,pre_writing_pause,stimulus
NULL,html-keyboard-response,5,1659898,0.0-5.0,276409,structured,2025/8/8 11:32,2025/8/8 12:00,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ある日目の前に先祖の幽霊が現れて、自分の行いがあまりにも人の道から外れているので呪いをかけて5時間以内に改心しなければあの世に連れて行ってやると脅された。解決する方法は2人の他人から感謝されるようなことをしなければならないと言われた。仕方がないので困っている人を探して救うしかないと辺りを見回したけどそんな人はいなかった。どうしようかと立ち尽くしていたら突然激しい雨が降ってきたのでこれだと思いコンビニに行って傘を2本買い、誰か困っていないか探したらほとんどの人が傘を持っていなかったので近くにいた人に半ば強引に差し上げますと言って傘を手渡してやった。そうしたら霊がやって来てそんなことで改心したことになるかと心底あきれた表情だったけど自分の程度を分かっていたのかため息まじりに「仕方がない、どうせ無理だろうからこれくらいで勘弁してやる」と言われ何とか呪いを解いてもらったので助かったのでありました。,1051064,14500,NULL
NULL,html-keyboard-response,6,1662338,0.0-6.0,276409,structured,2025/8/8 11:32,2025/8/8 12:00,debrief,NULL,2440, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,64,0.0-0.0,4858226,structured,2025/8/8 11:33,2025/8/8 12:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,4273,0.0-1.0,4858226,structured,2025/8/8 11:33,2025/8/8 12:00,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,139956,0.0-2.0,4858226,structured,2025/8/8 11:33,2025/8/8 12:00,structure_outline_inst_tl,Array,135680,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,619971,0.0-3.0,4858226,structured,2025/8/8 11:33,2025/8/8 12:00,structure_outline_task,NULL,NULL,Array,なし,ある日、突然ある国から伝染病が起き始めた。いままでに例がない症例だけに医者や学者が首をひねる状態に陥る。さまざまな人がこの謎に挑んできたが、なかなか対抗処置がみつからなかった。,いろいろと処置を施していた医者や学者はつねにその病気の菌に近いところにいたために、感染する人が増え始め、有力と言われた人々がどんどんと病に落ちることになる。,"しばらくすると感染する人が激減し始めた。なんとこの病原菌は自然に消えてゆくものであって、結局はなにもしなくても３か月ほどで消滅することがわかってきた。
この菌を作り出した組織は一時的に国をパニックに陥れるために作り出したということが後になってわかり、この組織はその後捉えられて終末を迎えた。",NULL,NULL,NULL,NULL
NULL,instructions,4,672276,0.0-4.0,4858226,structured,2025/8/8 11:33,2025/8/8 12:00,main_task_inst_tl,Array,52303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1641234,0.0-5.0,4858226,structured,2025/8/8 11:33,2025/8/8 12:00,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"ある日、突然ある国から伝染病が起き始める。
過去にない症状なので初めのころはパニック状態が続いた。
いろんな国の学者や医者がこの病原菌について調べ始めたが、なかなかいい答えが見つからなかった。
この病原菌のもっとも近くにいたのはその学者たちであったので、だんだんと学者たちにも感染者が増えていった。
一番研究をしている人々が解決策を調べないといけないのだが、自らが感染してしまっているので、解決策はなかなかみつからずに難航していた。
しばらくその流れが続いたころ、急速に感染者が増えていたのがなぜか和らぎ始めた。
なぜかはわからないが、以前よりも感染が減ってきているような感じなのだ。
いろいろと調べたところ、どうやらこの菌は３か月ほどで自然に消滅するものだと判明する。
ちょうどそのころ、警察にある情報が入り始める。
どうやら感染菌はある組織が作り出したもので、国をただパニックにするためだけにに作り出したようだという。
結果その組織は警察に捕まり、この騒動はゆっくりと収まったのである。",968958,21032,NULL
NULL,html-keyboard-response,6,1643596,0.0-6.0,4858226,structured,2025/8/8 11:33,2025/8/8 12:00,debrief,NULL,2357, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,7,0.0-0.0,4765315,structured,2025/8/8 11:37,2025/8/8 12:02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,3359,0.0-1.0,4765315,structured,2025/8/8 11:37,2025/8/8 12:02,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,264571,0.0-2.0,4765315,structured,2025/8/8 11:37,2025/8/8 12:02,structure_outline_inst_tl,Array,261201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,744749,0.0-3.0,4765315,structured,2025/8/8 11:37,2025/8/8 12:02,structure_outline_task,NULL,NULL,Array,ショーシャンクの空に,・無実の罪で刑務所に入る,"・脱走を試みる
","・無事脱出
・自由を手に入れる",NULL,NULL,NULL,NULL
NULL,instructions,4,812685,0.0-4.0,4765315,structured,2025/8/8 11:37,2025/8/8 12:02,main_task_inst_tl,Array,67929,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1482025,0.0-5.0,4765315,structured,2025/8/8 11:37,2025/8/8 12:02,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,すみません、思いつかないです。,669339,509299,NULL
NULL,html-keyboard-response,6,1488315,0.0-6.0,4765315,structured,2025/8/8 11:37,2025/8/8 12:02,debrief,NULL,6289, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,30,0.0-0.0,163607,structured,2025/8/8 11:34,2025/8/8 12:02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,4162,0.0-1.0,163607,structured,2025/8/8 11:34,2025/8/8 12:02,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,208748,0.0-2.0,163607,structured,2025/8/8 11:34,2025/8/8 12:02,structure_outline_inst_tl,Array,204585,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,688752,0.0-3.0,163607,structured,2025/8/8 11:34,2025/8/8 12:02,structure_outline_task,NULL,NULL,Array,なし,朝、庭の隅をふと見てみると植えた覚えのない植物の芽が出ていた。,抜いてしまうのもかわいそうだと毎日水をやって1週間もすると、名も知らぬ植物はみるみる30?ほどの大きさに育ち青々とした葉を何枚も付けた。ある朝、水をやる為に名も知らぬ植物を見てみると、無数の小さな虫が付着しているではないか。,自身で虫を追い払う事も出来ない名も知らぬ植物に代わり、私は虫を丁寧に取り除いた。翌朝、名も知らぬ植物は小さな赤い花を咲かせた。その花はまるで私にありがとうといっているように見えた。,NULL,NULL,NULL,NULL
NULL,instructions,4,727756,0.0-4.0,163607,structured,2025/8/8 11:34,2025/8/8 12:02,main_task_inst_tl,Array,39002,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1679800,0.0-5.0,163607,structured,2025/8/8 11:34,2025/8/8 12:02,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"　朝、毎日欠かさない庭に植えた植物の水やりをしながら庭の隅に目をやると、植えた覚えのない植物が芽を出している。
何処からか飛んできた種が芽吹いたのか小さな芽が可愛らしく、他の植物同様に水を掛けてやる。
　日に日に成長していく名も知らぬ植物は1週間もすると大きさが30?にもなり、艶やかな緑の葉を付け立派に育っている様子に嬉しくなる。ある朝、名も知らぬ花に水をやりながら見てみると小さなつぼみが付いている。どんな花を咲かせてくれるのか楽しみになり開花が待ち遠しいと思えた。
　食朝、名も知らぬ植物を見てみるとつぼみの周りに無数の小さな虫が付いているのが見えた。あまりの虫の数に驚きながら、自分で虫を取る事が出来ない名も知らぬ植物に代わり、私が虫を取り除く事にした。
　虫はじっとしているが気持ちのいい姿ではなく、恐る恐る手で取ってみる。はめていた手袋に上手く虫は付き見事に取り除く事ができた。この調子だとばかりにすべての虫を取り除いていった。
　翌朝、名も知らぬ植物を見ると小さな赤い可憐な花を咲せていた。朝陽に照らされて輝きながらその花はまるで私に微笑みかけているかのように咲き誇っていた。",952043,15578,NULL
NULL,html-keyboard-response,6,1683525,0.0-6.0,163607,structured,2025/8/8 11:34,2025/8/8 12:02,debrief,NULL,3723, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,72,0.0-0.0,4408530,structured,2025/8/8 11:34,2025/8/8 12:03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,2867,0.0-1.0,4408530,structured,2025/8/8 11:34,2025/8/8 12:03,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,113365,0.0-2.0,4408530,structured,2025/8/8 11:34,2025/8/8 12:03,structure_outline_inst_tl,Array,110497,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,593387,0.0-3.0,4408530,structured,2025/8/8 11:34,2025/8/8 12:03,structure_outline_task,NULL,NULL,Array,なし,ある柔道少年の成長。5歳から柔道を始めた健は、オリンピックを夢見ながら稽古に励んでいます。,15歳になった健は、さらなる試練を課して、柔道の頂点を目指すために、高校は柔道の名門校に進みます。そこでは、県で個人優勝を勝ち取りました。,最終的に、大学は柔道の推薦で入り、その後は色々な経験の末に柔道のコーチとして、自分の母校である高校に入ることになります。オリンピックの夢は叶いませんでしたが、そこでは、自分の経験を活かしながら若手を育てる側に立つようになり、「自分の人生に悔いなし！」と思いながら生きてゆきます。,NULL,NULL,NULL,NULL
NULL,instructions,4,631908,0.0-4.0,4408530,structured,2025/8/8 11:34,2025/8/8 12:03,main_task_inst_tl,Array,38518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1758793,0.0-5.0,4408530,structured,2025/8/8 11:34,2025/8/8 12:03,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5歳から柔道をはじめた健は、オリンピックを目指して毎日柔道に励んでいます。15歳になる頃、健は親に柔道の名門高校に進学したいとお願いします。そして、そこで柔道を始めますが、そこでは先輩からのいじめやシゴキが半端ではなく、限りなく地獄のような日々でした。しかし、健は挫けず頑張りぬきました。そして、高校3年の県大会の個人戦では見事優勝に輝き全国大会に出場しましたが、結果はベスト８でした。この時、健は自分の努力が報われた気持ちになりました。その後、大学は上記の成績により推薦で進むことになりました。そこではそれほど良い成績は残せませんでしたが、卒業後は、健の母校である高校のコーチとして入ることが出来ました。その後の健は、定年になるまで母校の柔道部の為に頑張り、数々の選手を育てていきました。定年後は近所に柔道場を開き、子供を育てながら晩年を過ごしました。健の抱いたオリンピックの夢は叶いませんでしたが、「自分の人生に悔いなし！」と晩年は教え子たちに語っていたそうです。健のような一途な考えは、今の若い人にも持って欲しいですね。,1126881,56753,NULL
NULL,html-keyboard-response,6,1762699,0.0-6.0,4408530,structured,2025/8/8 11:34,2025/8/8 12:03,debrief,NULL,3901, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,6,0.0-0.0,4818552,structured,2025/8/8 11:35,2025/8/8 12:04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,16905,0.0-1.0,4818552,structured,2025/8/8 11:35,2025/8/8 12:04,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,96712,0.0-2.0,4818552,structured,2025/8/8 11:35,2025/8/8 12:04,structure_outline_inst_tl,Array,79806,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,576721,0.0-3.0,4818552,structured,2025/8/8 11:35,2025/8/8 12:04,structure_outline_task,NULL,NULL,Array,なし,一人の風変わりな少女が学校である事件を犯して転校させられました。,転校させられた学校で殺人事件が発生し、前歴から疑われます。しかし、少女は身の潔白を証明させるために、始めは対立していた同級生たちと意見を交えながら共に事件解決へ奮闘します。,見事に犯人である教師を見つけて、事件を解決に導きました。,NULL,NULL,NULL,NULL
NULL,instructions,4,649409,0.0-4.0,4818552,structured,2025/8/8 11:35,2025/8/8 12:04,main_task_inst_tl,Array,72687,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1699995,0.0-5.0,4818552,structured,2025/8/8 11:35,2025/8/8 12:04,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"少女は少し変わった性格をしていた。そのため、学校ではいつも一人だった。
そんな折、一人の生徒と言い合いになりつい殴ってしまい、その生徒の親御さんから訴えられてしまった。
訴えられて裁判沙汰になり、転校を余儀なくされた。
転校先の学校ではすでに少女のことが噂されており、好奇と蔑まれた視線に晒されていた。
そんな折、一人の女子生徒が階段から落ちて亡くなった。始めは事故だと思われたが、運悪く少女がそこを通りかかったことで犯人扱いされてしまう。
前歴のこともあり疑われるが、少女は身の潔白を証明させるために、聞き込みを始める。始めは協力を断っていた同級生たちも彼女の本意気な態度に、徐々に心を開き始めてともに解決しようと協力します。
すると、亡くなった女子生徒には悪い噂がついており、なんと一人の男子教諭と付き合っているという真実を突き止めたのでした。
少女はその男子教諭をスタンガンで拉致し、拷問して真実を突き詰めようとする。
恐怖に慄く男子教諭は真実を話し、女子生徒を階段から突き落として殺害したことを認めた。
動機は別れのもつれによる言い合いで怒りに身を任せての単調なものだった。
あらかじめ、ボイスレコーダーを隠し持っていた少女はその言葉を録音し、警察に提出したことで事件は見事に解決するのだった。
この事件をきっかけに少女は同級生たちと心を通わせて、引き続き学校生活を送るのだった。",1050585,15047,NULL
NULL,html-keyboard-response,6,1705143,0.0-6.0,4818552,structured,2025/8/8 11:35,2025/8/8 12:04,debrief,NULL,5146, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,5,0.0-0.0,6157211,structured,2025/8/8 11:35,2025/8/8 12:04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,3454,0.0-1.0,6157211,structured,2025/8/8 11:35,2025/8/8 12:04,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,131609,0.0-2.0,6157211,structured,2025/8/8 11:35,2025/8/8 12:04,structure_outline_inst_tl,Array,128154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,611612,0.0-3.0,6157211,structured,2025/8/8 11:35,2025/8/8 12:04,structure_outline_task,NULL,NULL,Array,なし,"・1.魚と人間の禁断の恋
・2.人間がプランクトンになってしまった
・3.空に浮かんでしまった犬を助ける
・4.マウスになりたいキーボード","・1.結ばれるはずのない他種族の恋に、様々な試練が降りかかる
・2．ある日突然プランクトンになってしまった人間が、どうにかして人間に戻ろうと試行錯誤する
・3．風船に括りつけられた犬が空に浮かんでしまい、地上に戻そうと周囲の人が知恵を絞る
・4．どうしてもマウスになりたいキーボードが方法を探す","・1．魚と人間の恋の障壁を取り除き、無事に魚と人間が結ばれる
・2．プランクトンになった人間が、ヒトデの力を借りて人間に戻る
・3．吹き矢とトランポリンを使い、犬を地上に戻すことに成功する
・4．AIに方法を質問し、キーボードになる方法を見つけて、無事にマウスはキーボードになることができた。",NULL,NULL,NULL,NULL
NULL,instructions,4,671054,0.0-4.0,6157211,structured,2025/8/8 11:35,2025/8/8 12:04,main_task_inst_tl,Array,59440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1769099,0.0-5.0,6157211,structured,2025/8/8 11:35,2025/8/8 12:04,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1．ある日、人間がペットショップを覗いていると、ふと一つの水槽が目に入った。人間は一目見て魚に恋に落ちた。店員に自分が恋をしたことを伝えると、「頭がおかしいのか？」と嘲笑されてしまう。それでも、自分の恋心に正直になりたいと願った人間は、魚を購入しようとする。しかし、不審に思った店員に購入を断られてしまう。「そんなに買いたかったら10倍の値段でなら売るよ」と言われてしまい、途方に暮れる人間。さらに、人間は自分の部屋では魚を買うことができるスペースがないことを思い出す。それでも魚との恋を成就させたい人間は、ギャンブルでお金を増やそうと試みる。突発的な考えだったが、見事ギャンブルは成功し、手元の資金が100倍になった。魚の購入資金ができた人間は、まず、不動産に行って今よりも大きい部屋を借りることにした。魚と愛し合える十分なスペースの部屋を借りたあと、恋が始まったペットショップに行くことにした。意気揚々とお店のドアを開けると、そこには人間が恋した魚が、今にも買われてしまいそうな場面に遭遇してしまった。焦った人間は、店員と客に詰め寄り「自分が先に買おうとしたんだ！」と大声で叫ぶ。驚いた店員と客は、互いに顔を見合わせて苦笑する。「私が買うので諦めてください」、半笑いで人間に伝える客。「俺はその魚を10倍、いや20倍で買う！」勢いよく啖呵を切った人間に、目を見開いて驚嘆する店員と客。「そこまで言うならどうぞ」、人間のあまりの剣幕に恐れを抱いたのか、客は引き下がることにした。店員は驚きながら「まさか本当に倍の値段、それもさらに倍の値段で買うなんて」と人間に伝えると、人間は優しげな表情でほほ笑んだ。「魚に対する俺の愛は本物だ、これから家に連れ帰って愛し合うのさ」、そう店員に伝えた人間は、魚が入った水槽を大事そうに抱えて家に帰宅する。「これから二人で竜宮城もビックリのパラダイスを築こうな」、そう魚に伝えながら水槽を抱きしめる人間。二人は、これから深く愛し合いながら暮らしていくことになった。,1098044,1846,NULL
NULL,html-keyboard-response,6,1771294,0.0-6.0,6157211,structured,2025/8/8 11:35,2025/8/8 12:04,debrief,NULL,2194, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,76,0.0-0.0,4441706,structured,2025/8/8 11:36,2025/8/8 12:06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,26131,0.0-1.0,4441706,structured,2025/8/8 11:36,2025/8/8 12:06,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,92077,0.0-2.0,4441706,structured,2025/8/8 11:36,2025/8/8 12:06,structure_outline_inst_tl,Array,65941,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,572092,0.0-3.0,4441706,structured,2025/8/8 11:36,2025/8/8 12:06,structure_outline_task,NULL,NULL,Array,なし,太郎は野球が好きな小学生である。彼は野球を始めるために、地元のリトルリーグのチームに入った。,太郎は一生懸命、野球の練習をしたものの、なかなか試合に出ることができなかった。それでもかれは諦めることなく、一生懸命野球の練習を続けた。しかし、いつも太郎はベンチで試合を見ているだけであった。太郎はチームをやめることも考えるが、監督の説得で野球を続けることになった。,太郎の努力が実り、ある日の試合で、チームの監督は太郎を代打で起用した。太郎は初めての試合で非常に緊張するが、ヒットを打つことができた。太郎の活躍でチームは逆転し、太郎はその試合のヒーローになった。,NULL,NULL,NULL,NULL
NULL,instructions,4,616196,0.0-4.0,4441706,structured,2025/8/8 11:36,2025/8/8 12:06,main_task_inst_tl,Array,44100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1816203,0.0-5.0,4441706,structured,2025/8/8 11:36,2025/8/8 12:06,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"田中太郎は、子供のころから野球を見ることが好きであった。彼はもともとテレビで野球を見ているだけであったが、次第に自分でも野球がしたいと思うようになった。そのことを太郎は両親に相談したところ、地元で活動しているリトルリーグのチームを教えてもらった。太郎は興味があったので、このチームに入って野球を始めることにした。
太郎は野球をすることが初めてあったので、チームに入った当初は、なかなかチームの練習についていくことができなかった。太郎はチームの中で一番下手な選手であったため、試合に出ることもできなかった。
太郎はベンチから試合を見ながら、いつの日か自分も試合に出たいと考えていた。そのために太郎はずっと真面目に練習を続けていたが、どれだけ真面目に練習をしても、太郎は試合に出ることができなかった。
太郎は次第に、練習をするのが辛くなってきた。いくら練習をしても試合に出られないので、とうとうチームをやめたいと考えるようになった。そのことを太郎は、監督に相談してみたところ、監督はあきらめずに黙って練習を続けろと、太郎をはげました。
ある日の試合で、太郎はその日もベンチから試合を見ていた。今日も試合に出られないと太郎は考えていたが、チャンスの場面で監督は、太郎を代打に指名する。
太郎は初めての試合でとても緊張したが、監督の期待にぜひとも応えたいと思った。太郎は練習でずっと努力をしていたので、ヒットを打つことができた。このヒットによってチームは逆転することができた。ずっと補欠だった太郎は、とうとうチームのヒーローになることができたので、とても喜んだ。",1200006,20950,NULL
NULL,html-keyboard-response,6,1819789,0.0-6.0,4441706,structured,2025/8/8 11:36,2025/8/8 12:06,debrief,NULL,3582, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,219,0.0-0.0,679574,structured,2025/8/8 11:42,2025/8/8 12:09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,3448,0.0-1.0,679574,structured,2025/8/8 11:42,2025/8/8 12:09,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,104182,0.0-2.0,679574,structured,2025/8/8 11:42,2025/8/8 12:09,structure_outline_inst_tl,Array,100731,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,584159,0.0-3.0,679574,structured,2025/8/8 11:42,2025/8/8 12:09,structure_outline_task,NULL,NULL,Array,ドラえもん,"のび太が野球の試合で打てなかったことで、ジャイアンにいじめられた。
のび太はジャイアンを見返そうと、ドラえもんにお願いして良い道具がないか聞いた。
ドラえもんは、のび太のために、「打てるー！」を道具として提供。
「打てるー！」を使ったのび太は野球の試合でホームランを連発し、ジャイアンを見返す。","あまりにものび太がホームランを連発することで、ジャイアンはのび太を疑う。
のび太を問いただすと、ドラえもんに「打てるー！」を借りたと告白。
ジャイアンは、「打てるー！」をのび太から強奪。
試合で、ジャイアンはホームランを連発した。
その姿を見たのび太は、自力でホームランを打てるように練習した。","バッティングセンターに通い、のび太は練習に励んだ。
毎日通ったことで、のび太はついにホームランを自力で打てるようになった。
それをみてドラえもんも笑顔に。",NULL,NULL,NULL,NULL
NULL,instructions,4,633176,0.0-4.0,679574,structured,2025/8/8 11:42,2025/8/8 12:09,main_task_inst_tl,Array,49023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1635891,0.0-5.0,679574,structured,2025/8/8 11:42,2025/8/8 12:09,writing_block,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"のび太はいつものように、ジャイアンにいじめられた。今回のいじめられた原因は、野球の試合でのび太が三振ばかりし、打てなかったことだ。
そのため、のび太はジャイアンを見返そうとドラえもんにお願いをし、何か良い道具がないか聞いた。

すると、ドラえもんは「打てるー！」という道具をのび太のために出した。これを使えば、誰もが簡単にホームランを打てるという魅力的なものだった。のび太は早速「打てるー！」を使った。

これまでの彼からは想像できないほど、簡単にホームランを打てるようになったのだ。4打席連続ホームランを打ち、周囲を驚かせた。

しかし、あまりにものび太がホームランを打つため、ジャイアンはのび太を怪しんだ。ジャイアンは、のび太を問いただし、「何をした」とすごんだ。

それにびびったのび太は、ジャイアンに白状した。「打てるー！」を使ったことをジャイアンに告白したのび太は、いつものようにジャイアンに「打てるー！」を強奪された。

のび太から「打てるー！」を強奪したジャイアンは、当然のようにホームランを連発。卑怯な手で喜ぶジャイアンの姿を目にし、「これではいけない」と、のび太は改心した。

バッティングセンターに連日通い、のび太は猛練習。その甲斐あって、のび太はバッティングセンターで自力でホームランを打てるようになったのだ。のび太の努力を見ていたドラえもんは、彼の努力に微笑んだ。

次の試合、のび太は3打席目までは空振り三振をしていたが、ついに4打席目で念願のホームランを投手の出木杉くんから放った。これを見て、しずかちゃんとドラえもんは抱き合って喜んだのだった。

のび太のホームランを見て、いつもはのび太をいじめていたジャイアンも、このときばかりは彼の頑張りを称えた。のび太は、人生ではじめて打ったホームランに喜んだ。",1002712,10693,NULL
NULL,html-keyboard-response,6,1638419,0.0-6.0,679574,structured,2025/8/8 11:42,2025/8/8 12:09,debrief,NULL,2523, ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,12,0.0-0.0,4277165,structured,2025/8/8 11:36,2025/8/8 12:09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,2849,0.0-1.0,4277165,structured,2025/8/8 11:36,2025/8/8 12:09,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,180998,0.0-2.0,4277165,structured,2025/8/8 11:36,2025/8/8 12:09,structure_outline_inst_tl,Array,178147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,660999,0.0-3.0,4277165,structured,2025/8/8 11:36,2025/8/8 12:09,structure_outline_task,NULL,NULL,Array,なし,"主人公が死亡する（事故か病気）
目が覚めると日本で大災害があった1年前にタイムリープしている","大災害の犠牲を防ごうと主人公はいろいろな事（犯罪も含む）をする
自分の身の回りの人の犠牲も関係なく奔走する","主人公は変人のような扱いをされ1年後の大災害で死亡する
その後主人公の主張の正しさが世間に広まる
",NULL,NULL,NULL,NULL
NULL,instructions,4,761614,0.0-4.0,4277165,structured,2025/8/8 11:36,2025/8/8 12:09,main_task_inst_tl,Array,100614,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
