success,trial_type,trial_index,time_elapsed,internal_node_id,ID,condition,StartTime,EndTime,task,view_history,rt,response,outline_text,writing_txt,writing_duration_rt,pre_writing_pause,stimulus
NULL,html-keyboard-response,5,1739718,0.0-5.0,769122,outline,2025/8/8 11:32,2025/8/8 12:01,writing_block,NULL,NULL,NULL,NULL,"黒猫のミーは元気な男の子。森の中で1人で過ごしていたけれど、そんな彼にもどうしても忘れられない出会いがありました。それが、子猫の頃に森にお花を摘みにやってきた女の子です。
その様子を木陰からじっと見守っていましたが、子猫の陰に気づいた女の子が優しく話しかけてくれました。その時に、子猫は「ミー」という名前をもらったのです。
女のことはそれきりだったものの、1人で過ごすとき、ミーは彼女の優しい笑顔をよく思い出していました。
やがて月日は流れ、ミーも立派な大人になります。狩りが上手になり、行動範囲も広がりました。そこでミーは、今度は自分から女の子に会いに行こうと思い立ちました。
あの時に女の子は、自分が森のはずれにある街に住んでいることを教えてくれたので、それほど距離は離れていないはず。自分の足でもきっと行けるはずです。
道中にはさまざまな困難がありましたが、ミーをよく知るうさぎやリス、鹿やキツネなどが手助けしてくれます。女の子を見かけたことがあるという情報もくれました。
やっとたどり着いた町は、静かないいところです。自分と同じような猫も暮らしていて雰囲気もよさそう。彼らはとても気さくで、ミーの探している女の子のことも、どこに住んでいるかも優しく教えてくれました。
そして、待ちに待った再会です。女の子もミーのことをよく覚えており、体調を崩してあれきり会いに行けなくなったことが心残りだったようでした。
女の子はミーを家族に「この子は私の友達」だと紹介し、独りぼっちだったミーもとっても嬉しい気持ちになります。たくさん話したり遊んでいるうちに離れたくないという気持ちも強くなります。
そろそろ森に帰らなければと思い始めた頃、女の子とご両親が、よければここで一緒に暮らさないかと誘ってくれました。ミーといる女の子はとっても元気そうだし、ここは静かでいい場所だし、いつでも森に遊びに行けるから、うさぎやリスともいつでも会えるよと。
ミーは悩みましたが、家族の温かさを手放すことはもうできなさそうです。ミーは女の子と一緒に暮らすことを決めて、末永く幸せに暮らしました。",1082973,6629,NULL
NULL,html-keyboard-response,6,1747376,0.0-6.0,769122,outline,2025/8/8 11:32,2025/8/8 12:01,debrief,NULL,7657, ,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,14,0.0-0.0,1034994,outline,2025/8/8 11:33,2025/8/8 12:02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,4198,0.0-1.0,1034994,outline,2025/8/8 11:33,2025/8/8 12:02,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,56239,0.0-2.0,1034994,outline,2025/8/8 11:33,2025/8/8 12:02,outline_inst_tl,Array,52041,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,536242,0.0-3.0,1034994,outline,2025/8/8 11:33,2025/8/8 12:02,outline_task,NULL,NULL,Array,"眠っていた主人公は、突然、見知らぬ場所で目を覚ます。そこは、魔法が存在する異世界だった。森の中で、彼は一人の少女と出会う。少女は、人間たちから精霊を守るために戦っていた。主人公は、彼女の純粋さに心を打たれ、共に精霊を救う旅に出る。

旅の途中、二人はさまざまな種族と出会い、それぞれが抱える苦悩を知っていく。旅が進むにつれ、主人公はやがて元の世界に戻るのか、それともこの世界に残るのかという選択を迫られる。

やがて訪れる、精霊を狙う存在との決戦。仲間たちと力を合わせ、彼らは精霊を救うために戦う。激しい戦いの末、主人公は元の世界に戻る道を選ぶ。

しかし、その心には異世界での経験が深く刻まれていた。彼は新たな視点を得て、現代社会と向き合っていくのだった。",NULL,NULL,NULL,NULL
NULL,instructions,4,578638,0.0-4.0,1034994,outline,2025/8/8 11:33,2025/8/8 12:02,main_task_inst_tl,Array,42396,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1757063,0.0-5.0,1034994,outline,2025/8/8 11:33,2025/8/8 12:02,writing_block,NULL,NULL,NULL,NULL,"目を開けた瞬間、直哉は息を呑んだ。
頭上には、見たこともないほど青く澄んだ空。木々は高くそびえ、葉の間からこぼれる光は金色に輝いていた。
ここは、どこだ？
最後に覚えているのは、深夜まで残業して、帰宅途中に急な眠気に襲われたことだけ。

足音がした。振り返ると、そこには一人の少女が立っていた。
淡い銀色の髪に、湖のような瞳。背には、淡く光を放つ羽のようなものが揺れている。
「あなた……人間？」
少女の声は透き通っていたが、その瞳には警戒の色があった。

突然、矢が飛んできた。少女は瞬時に手をかざし、空中で矢は氷の結晶となって砕け散る。
「急いで！　精霊たちが狙われているの！」
そう告げると、彼女は駆け出した。直哉は訳も分からぬまま、その後を追った。

少女の名はリィナ。森に棲む精霊たちの守護者であり、人間の狩人たちから彼らを守っているという。
直哉は、彼女の真っ直ぐな信念に心を打たれ、共に旅をすることを決意する。

旅の道中、二人は獣人の村、地下に暮らすドワーフ、天空の浮島に住む翼人など、さまざまな種族と出会う。
しかしどの地にも、人間による精霊狩りの影が忍び寄っていた。
それぞれの種族には、戦わざるを得ない事情や深い悲しみがあった。

やがて二人は、精霊を狙う黒衣の男??「影喰い」と呼ばれる存在と対峙する。
彼は異世界の均衡を崩し、精霊の命を力に変えて世界を支配しようとしていた。
「直哉、お前は選べ。この世界を救うか、元の世界に戻るか」
影喰いの言葉は、直哉の胸を突き刺す。

戦いの果てに影喰いは倒れる。しかし、世界を救った後、精霊たちは彼に別れを告げる。
リィナは笑顔を浮かべたが、その瞳にはわずかな涙が光っていた。
「……あなたの世界にも、きっと守るべきものがあるでしょう？」

直哉は元の世界に戻ることを選んだ。
通勤電車の窓から見える景色は以前と変わらない。しかし、彼の心には異世界の森の風、仲間たちの笑い声、リィナの微笑みが残っていた。

その日から、彼は小さな優しさを積み重ねるようになった。道端の花を守り、困っている人に手を差し伸べ、日常の中で精霊のような存在を見つけ出す。
あの世界で学んだことは、今も確かに生きている。",1178424,94409,NULL
NULL,html-keyboard-response,6,1759913,0.0-6.0,1034994,outline,2025/8/8 11:33,2025/8/8 12:02,debrief,NULL,2849, ,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,12,0.0-0.0,5302284,outline,2025/8/8 11:37,2025/8/8 12:03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,3280,0.0-1.0,5302284,outline,2025/8/8 11:37,2025/8/8 12:03,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,148987,0.0-2.0,5302284,outline,2025/8/8 11:37,2025/8/8 12:03,outline_inst_tl,Array,145707,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,628993,0.0-3.0,5302284,outline,2025/8/8 11:37,2025/8/8 12:03,outline_task,NULL,NULL,Array,"ネズミのチュウタがみんなと冒険して成長する物語
ネズミのチュウタが街を回って仲間を集める物語
ネズミのチュウタが船に乗ってたくさんの島を巡る冒険の物語
ネズミのチュウタが秘宝を求めて未知の島を探索して強くなっていく物語
",NULL,NULL,NULL,NULL
NULL,instructions,4,661123,0.0-4.0,5302284,outline,2025/8/8 11:37,2025/8/8 12:03,main_task_inst_tl,Array,32128,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1540849,0.0-5.0,5302284,outline,2025/8/8 11:37,2025/8/8 12:03,writing_block,NULL,NULL,NULL,NULL,ネズミのチュウタが七つの島を巡る冒険の物語がはじまります。一つの目の島で鹿のティコと出会い一緒に冒険に出るようになりました。２つ目の島では一つ目の鬼と死闘を交わして金色の輝く秘宝を手に入れました。３つ目の島でワシのミサンガと出会いました。冒険の話をして共感し一緒に旅に出かけました。４つ目の島でイノシシの群れから逃げながら２つ目の青い秘宝を手に入れました。５つ目の島で海から眺める絶景を見ながら６つ目の島へ向けて急ぎました。６つ目の島では大きな町があり、疲れた身体をいやしながら仲間との絆を高めました。最後の島では、大きな鬼が最後の秘宝を守っていました。仲間と協力しながら鬼を撃退し、虹色に輝く秘宝を手に入れることができました。仲間との冒険の旅は一生の思い出になり、楽しい時間を手に入れることができました。,879724,5316,NULL
NULL,html-keyboard-response,6,1543047,0.0-6.0,5302284,outline,2025/8/8 11:37,2025/8/8 12:03,debrief,NULL,2197, ,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,161,0.0-0.0,2592945,outline,2025/8/8 11:33,2025/8/8 12:06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,3746,0.0-1.0,2592945,outline,2025/8/8 11:33,2025/8/8 12:06,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,234822,0.0-2.0,2592945,outline,2025/8/8 11:33,2025/8/8 12:06,outline_inst_tl,Array,231075,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,714836,0.0-3.0,2592945,outline,2025/8/8 11:33,2025/8/8 12:06,outline_task,NULL,NULL,Array,"・現場仕事のコウタは毎日灼熱の中で過酷な労働を続けていた。
・プログラマーのシゲオは空調の効いた快適な屋内で趣味が高じて上達したプログラミングの仕事で活躍していた。
・仕事が休みのある日、コウタは幼馴染のシゲオの家に出向き、自分と違って良い労働環境で仕事が出来ているシゲオに驚くとともに若干の嫉妬心を覚える。
・自分もより良い環境で仕事がしてみたいとコウタは現場仕事を辞め、プログラミングの勉強を独学で始めることにする。
・学生時代から勉強が苦手で特に数学が出来なかったコウタは、なぜかプログラミングで非凡な才能を発揮し、いつのまにか自分でプログラムの仕事を受注できるほどに成長した。
・シゲオはコウタの成長を素直に喜び、褒め称え、一緒にプログラムの会社を立ち上げようと提案した。
",NULL,NULL,NULL,NULL
NULL,instructions,4,766536,0.0-4.0,2592945,outline,2025/8/8 11:33,2025/8/8 12:06,main_task_inst_tl,Array,51698,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1966543,0.0-5.0,2592945,outline,2025/8/8 11:33,2025/8/8 12:06,writing_block,NULL,NULL,NULL,NULL,コウタは今日も灼熱の道路工事の仕事に精を出していた。決して望んで就いた仕事ではない。学生の頃から勉強嫌いで就職先を選べなかったからだ。コウタには幼馴染の友達がいた。その名はシゲオ。シゲオは小学校から誰よりも勉強が得意で常に皆の注目を浴びていた。彼の今の仕事はやり手のプログラマーだ。仕事が休みのある日、コウタはシゲオから久しぶりに会おうと声をかけられ、仕事場に出向いた。するとそこにはクリーンで快適な理想の職場空間が広がっていた。自分にできるか分からないがオレもこんな恵まれた環境で仕事がしたい。そう思ったコウタは一念発起し、独学でプログラミングの勉強を始めた。無謀な挑戦にもみえたが、コウタは数学の知識ほぼゼロの状態であるにも関わらず、好きなパズルゲーム感覚でみるみるとプログラミングの腕を磨き続けていった。その様子をみたシゲオは「おい、コウタ、お前すごいよ！俺と一緒に会社作って大儲けしようぜ！」とコウタを誘い、小さなIT会社を設立した。最初にやった仕事はパズルゲームの開発。コウタの生まれ持ったゲームセンスとシゲオの緻密なプログラミングテクニックのあわせ技で、強豪ひしめくゲーム業界の中で、いきなりミリオンセールスを記録する大ヒットとなった。しかし幸運は長くは続かなかった。コウタが死の病に侵されてしまったのだ。かつて過酷な労働環境で我慢して長く働き続けたことによる、いわば労働災害のようなものだった。ヒットした初作に続く第二弾が、コウタの遺作になるかもしれない。そう直感したシゲオは寝る間を惜しんで病に苦しむコウタとともに日夜開発に勤しんだ。数カ月後のある日、待望の第二弾のパズルゲームが世に出たが、皮肉にもその日はコウタとシゲオの命日となるのだった。心からやりたいことをやりきり、一生を全力で駆け抜けた二人は、天国でもパズルゲームの開発に勤しんでいるに違いない。,1200002,51877,NULL
NULL,html-keyboard-response,6,1972690,0.0-6.0,2592945,outline,2025/8/8 11:33,2025/8/8 12:06,debrief,NULL,6145, ,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,7,0.0-0.0,169251,outline,2025/8/8 11:35,2025/8/8 12:06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,2602,0.0-1.0,169251,outline,2025/8/8 11:35,2025/8/8 12:06,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,106968,0.0-2.0,169251,outline,2025/8/8 11:35,2025/8/8 12:06,outline_inst_tl,Array,104360,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,586989,0.0-3.0,169251,outline,2025/8/8 11:35,2025/8/8 12:06,outline_task,NULL,NULL,Array,"チュウタは都会の繁華街に住んでいるネズミであり、捕食するカラスや駆除しようとする人間などの天敵の存在が身近にいて常に危険と隣り合わせの環境で生活していた。
ある日チュウタは仲間達を集めて、今住んでいる危険な地域を離れてより良く暮らせる自然豊かな場所に、みんなで移住しようと演説した。
危険な旅になるので躊躇する仲間が数匹いたが、説得を重ねて了承を得て、新天地を目指して旅を始めた。
旅の途中で食料が尽きてしまったり、天敵からの襲撃に逢うなどのトラブルがあって次々と仲間達の数が減って行くものの、チュウタは仲間達を励ましながら着実に旅を進めていく。
最終的に食料や自然が豊かな森に辿り着くことが出来て、チュウタは仲間達と幸せに暮らすハッピーエンド。",NULL,NULL,NULL,NULL
NULL,instructions,4,619012,0.0-4.0,169251,outline,2025/8/8 11:35,2025/8/8 12:06,main_task_inst_tl,Array,32022,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1819035,0.0-5.0,169251,outline,2025/8/8 11:35,2025/8/8 12:06,writing_block,NULL,NULL,NULL,NULL,"チュウタは仲間のネズミ達を集めて演説を始めた。
「このままだと、人間やカラス達に命を奪われてしまう。もっと安心して暮らせる場所に移住しよう」
仲間のネズミ達のうち、長老格の数匹のネズミは命を落とす可能性のある旅への参加を拒否した。
チュウタが諦めずに何度も説得を繰り返していると、チュウタの熱意に負けて長老達は旅への参加を了承した。
仲間達と入念に計画を練りながら準備を進めていくチュウタたち。
準備の途中で、ネズミ狩の人間達に数匹の仲間が駆除されてしまうアクシデントがあったものの、無事に準備を完了させることが出来た。
移住の旅を開始して２０日を過ぎた頃に用意していた食料が夏場の高温多湿の影響で腐ってしまい、食料を失うトラブルが発生した。
チュウタ達は食料を現地調達しながら、懸命に移住の旅を続けた。
チュウタの仲間のネズミ達が毎日のように餓死していく危機的な状況の中、ネズミの天敵であるノラ猫の群れの襲撃を受ける。
チュウタ達はチームワークを活かしてボス猫に向かって突撃して、ボス猫の鼻に噛み付いてボス猫を撃退した、
手下のノラ猫たちはボス猫が負けてしまった様子を見て、一斉に逃げ出していった。
仲間の半数を失ったものの、ノラ猫を撃退することに成功したチュウタ達はお互いに喜び合った。
その後も旅を続けたチュウタ達は、美しい自然が広がる食料豊かな森にたどり着くことが出来た。
チュウタはその森で仲間達と豊かな生活をおくり、楽しく余生を過ごした。",1200022,6383,NULL
NULL,html-keyboard-response,6,1823699,0.0-6.0,169251,outline,2025/8/8 11:35,2025/8/8 12:06,debrief,NULL,4662, ,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,6,0.0-0.0,4101728,outline,2025/8/8 11:33,2025/8/8 12:08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,3861,0.0-1.0,4101728,outline,2025/8/8 11:33,2025/8/8 12:08,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,89787,0.0-2.0,4101728,outline,2025/8/8 11:33,2025/8/8 12:08,outline_inst_tl,Array,85926,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,569791,0.0-3.0,4101728,outline,2025/8/8 11:33,2025/8/8 12:08,outline_task,NULL,NULL,Array,"キツネとタヌキの化かしあい
変化が苦手なタヌキがいました。
そんなタヌキをいつも小馬鹿にしていたキツネがある日、どっちが人間を驚かせられるか勝負をしようと言ってきました。
タヌキは断ろうと思いましたが、勝負に勝ったらタヌキが欲しいものを1つだけ絶対に叶えてあげるとキツネが言ったので、タヌキは勝負することに決めました。
驚かす",NULL,NULL,NULL,NULL
NULL,instructions,4,929626,0.0-4.0,4101728,outline,2025/8/8 11:33,2025/8/8 12:08,main_task_inst_tl,Array,359832,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,2129629,0.0-5.0,4101728,outline,2025/8/8 11:33,2025/8/8 12:08,writing_block,NULL,NULL,NULL,NULL,"キツネとタヌキの化かしあい
変化が苦手なタヌキがいました。
そなんなタヌキをいつも小馬鹿にしていたキツネがある日、どっちが多くの人間たちを驚かせられるか勝負しようと言ってきました。

タヌキは断ろうとしましたが、勝負に勝ったらタヌキが欲しいものを1つだけ絶対に叶えてあげるとキツネが言ったので、タヌキは勝負することに決めました。

その日までにタヌキは驚かすことについて考えました。


勝負の日になって、2匹は人間の町に降りました。

キツネは綺麗な女の人に化けて町を歩きました。
周りの人間たちはみんな見惚れています。

キツネは勝負に勝ったと思いましたが、小さな子供たちがキツネを見ずに横を走りだしました。

不思議に思って振り返るとタヌキがしっぽと耳がでているにお団子",1200001,22957,NULL
NULL,html-keyboard-response,6,2133016,0.0-6.0,4101728,outline,2025/8/8 11:33,2025/8/8 12:08,debrief,NULL,3385, ,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,28,0.0-0.0,115345,outline,2025/8/8 11:39,2025/8/8 12:10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,7667,0.0-1.0,115345,outline,2025/8/8 11:39,2025/8/8 12:10,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,125448,0.0-2.0,115345,outline,2025/8/8 11:39,2025/8/8 12:10,outline_inst_tl,Array,117781,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,605451,0.0-3.0,115345,outline,2025/8/8 11:39,2025/8/8 12:10,outline_task,NULL,NULL,Array,"・太郎はまだ新人のプロレスラーだ
・今日は仲間とタッグを組んで試合に出場する
・タッグを組む仲間は知り合ったばかりの次郎だ
・敵チームは強豪のマッスル団だ
・マッスル団には、三郎と四郎がいる
・試合が始まり、太郎と三郎が対戦する
・三郎が優勢で、太郎は苦戦する
・太郎は次郎と交代するが、次郎もボロボロにやられる
・二人とも勝負を諦めかけたが、次郎が「ここで負けたら俺はプロレスをやめる」と言い出した
・太郎は次郎を引退させたくないため、火事場の馬鹿力で奮闘した
・次郎の言葉のおかげで、太郎と次郎は善戦し、勝利を獲得した
・太郎は次郎と握手を交わし、「友情が俺の力になった」と言った
・太郎と次郎はこれからも良いタッグとして活躍するだろう",NULL,NULL,NULL,NULL
NULL,instructions,4,659291,0.0-4.0,115345,outline,2025/8/8 11:39,2025/8/8 12:10,main_task_inst_tl,Array,53839,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1859293,0.0-5.0,115345,outline,2025/8/8 11:39,2025/8/8 12:10,writing_block,NULL,NULL,NULL,NULL,太郎は新人のプロレスラー。デビューから半年が経つが、まだまだ弱くて、一度も試合に勝利したことはない。そこで所属団体の会長から、次の試合はタッグチームで出場することを告げられた。それなら勝てるかもしれないということらしい。会長から紹介された仲間は、新人の次郎だ。次郎もまだ一度も勝てず悩んでいるようだ。でも、いつまでもクヨクヨしてられない。2人はお互いに絶対に勝つことを決心し、試合に挑んだ。試合の相手は、ベテランのマッスル団だ。力技の三郎と、空中戦が得意な四郎だ。試合のゴングが鳴り、まずは太郎と三郎の対戦が始まった。しかし力の差は明らかで、三郎が圧倒している。太郎はこのままでは負けてしまうと思い、急いで次郎と交代した。マッスル団も、四郎に交代したようだ。次郎と四郎の戦いも、四郎が圧倒的に強かった。次郎は太郎と交代する際、小声で「この試合に負けたら引退するから」と言った。太郎は驚いたが、この言葉を聞いて、「絶対に勝つぞ！」と思った。そうすると太郎の力がみなぎってきた。太郎は猛烈な勢いでマッスル団たちをリングに叩きつけ、逆転勝利を収めた。太郎は「これが火事場の馬鹿力なのか」と思った。火事場の馬鹿力とは、普段では到底発揮できないような能力を、ピンチのときだけ発揮できる力だ。次郎もこの逆転劇に驚き、太郎を称えた。太郎は次郎と肩を組み、「もう引退するなんて言うなよ。これからは俺たち2人でチャンピオンを目指そう」と誓い合った。その後、2人は多くの試合で快進撃を続け、あっという間にチャンピオンを勝ち取ることができた。,1200001,8140,NULL
NULL,html-keyboard-response,6,1861820,0.0-6.0,115345,outline,2025/8/8 11:39,2025/8/8 12:10,debrief,NULL,2526, ,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,11,0.0-0.0,81949,outline,2025/8/8 11:37,2025/8/8 12:10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,4319,0.0-1.0,81949,outline,2025/8/8 11:37,2025/8/8 12:10,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,137823,0.0-2.0,81949,outline,2025/8/8 11:37,2025/8/8 12:10,outline_inst_tl,Array,133502,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,617827,0.0-3.0,81949,outline,2025/8/8 11:37,2025/8/8 12:10,outline_task,NULL,NULL,Array,"進学校に通う高校三年の悟は、ある暑い夏の夜に夢を見た。
夢の内容は、遠くに住んでいる叔母が突然遅い時間に悟の家に訪問してくる夢だった。
叔母は何か言いかけたが何を言ってるかわからず、そこで目が覚めた。
1階のリビングに降りると、飛行機が墜落したニュースが流れ、両親が食い入るように見ていた。
すると突然父親のスマホが鳴り、墜落した飛行機に叔母が乗っているとの連絡が入った。
亡くなった叔母の葬儀は終わったが、悟は夢のことが気になっていたため、叔母の家へと向かう。
そこで叔父から聞いた話にショックを受けた悟は、叔母の言いたかったことが何かを突き止めるため、広島へ向かう。
悟は叔母の生涯を探ることで、人生の",NULL,NULL,NULL,NULL
NULL,instructions,4,757002,0.0-4.0,81949,outline,2025/8/8 11:37,2025/8/8 12:10,main_task_inst_tl,Array,139175,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1957004,0.0-5.0,81949,outline,2025/8/8 11:37,2025/8/8 12:10,writing_block,NULL,NULL,NULL,NULL,"進学校に通っている高校三年の悟は、最近なぜ勉強しているのか、人生とは一体何なのか、答えが見つからず苦悩していた。
その日は朝から暑く、午後2時過ぎには38℃超え、夜の11時を過ぎても30℃を切るかどうかの暑さで、蒸し暑さもあったせいか眠気が襲ったのは夜中の1時を過ぎた頃だった。
ようやくウトウトしかけた頃、突如家のチャイムが鳴る。こんな時間に一体誰だろうと思い1階の玄関へ降りたが誰もいない。両親はチャイムに気づかないほど寝入っているようだ。
気味の悪い出来事だとは思いながらも、もう一度寝ようと自分の部屋へ戻ったところ、ベッドの上には笑顔の叔母がこちらを向いて座っていた。
時間が時間なので普段ならビックリするところだが、なぜか冷静でいられる自分が不思議だった。
「おばさ..ん？」と言いかけたところで、叔母さんが口をパクパクさせ何か言ってるのはわかったのだが、何を言ってるのか良く聞こえない。「ん？何？聞こえない、何？」と言うか言わないかのところで、突然大音量の音楽がスマホから鳴り響いた。目覚ましだった。
すぐに夢だと気付いたが、やけにハッキリした夢で不思議な気分だった。
その日は夏休み中だったがレポート提出の期限で、不明点を調べに学校の図書館へ調べに行く予定があった。",1200001,15173,NULL
NULL,html-keyboard-response,6,1960237,0.0-6.0,81949,outline,2025/8/8 11:37,2025/8/8 12:10,debrief,NULL,3230, ,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,36,0.0-0.0,1541203,outline,2025/8/8 11:37,2025/8/8 12:10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,5244,0.0-1.0,1541203,outline,2025/8/8 11:37,2025/8/8 12:10,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,instructions,2,214046,0.0-2.0,1541203,outline,2025/8/8 11:37,2025/8/8 12:10,outline_inst_tl,Array,208800,NULL,NULL,NULL,NULL,NULL,NULL
NULL,survey-html-form,3,694050,0.0-3.0,1541203,outline,2025/8/8 11:37,2025/8/8 12:10,outline_task,NULL,NULL,Array,"・きつねのコン太は、ひとけのない森に住んでいた。
・しかし、森には食べ物がほとんどなくなってしまった。
・しかたなしに、コン太は食べ物を探しに人間のいるところに向かう。
・そこでは、ゴミステーションの中に、食べられるものがあることに気づく。
・コン太は、ゴミステーションで食べ物を探していると、人間が来てびっくりして逃げた。
・コン太は、別の日にゴミステーションで食べ物を探すと、人間に捕まってしまった。
・コン太は、不安になるが、その人間は、コン太をペットとして飼うことになった。
・コン太は、食べ物に困ることのない生活になった。",NULL,NULL,NULL,NULL
NULL,instructions,4,792999,0.0-4.0,1541203,outline,2025/8/8 11:37,2025/8/8 12:10,main_task_inst_tl,Array,98948,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,1993002,0.0-5.0,1541203,outline,2025/8/8 11:37,2025/8/8 12:10,writing_block,NULL,NULL,NULL,NULL,"きつねのコン太は、父と母と3匹で、人けのない森で暮らしていた。
コン太は、両親のもとで、元気だった。
しかし、その森では、徐々に食べ物がなくなっていった。
そんな中、コン太のお父さんは、病気になり、死んでしまった。
コン太は、お父さんがいなくなり悲しんでいた。
その数日後に、コン太のお母さんも、病気になり死んでしまった。
コン太は、両親がいなくなってしまった。
コン太は、これからどうしたらいいのかわからず、困っていたが、そんな中、森の食べ物がほとんどなくなってしまった。
コン太は、お腹が減ったので、森から出ていき、別の場所で食べ物を探すことにした。
コン太は、人間のいる所に向かった。
コン太は、人間のいる場所を、両親に聞いていた。
コン太は、人間のいる場所をで、食べ物を探していると、ゴミステーションをみつけた。
そこには、食べ物があったので、コン太は食べ物を食べていた。
すると、そこに人間がやってきた。
コン太は、びっくりしながら、逃げていった。
コン太は、別の日に、再びゴミステーションに行くことにした。
そして、ゴミステーションに到着し、食べ物を探していると、知らない間に人間が近くに来ていた。
コン太は、気づかずに食べ物を食べていると、コン太は人間に捕まってしまった。
コン太は、自分が食べられるのではないかと、とても恐怖を感じていた。
その後、コン太はその人間の家に連れて行かれた。
コン太は、そこでペットとして、飼われることになった。
食べ物に困っていたコン太は、飼い主に大切に飼われ、食べ物に困ることのない生活になった。
コン太は、優しい飼い主に飼われ、幸せな生活を送ったとさ。",1200002,6994,NULL
NULL,html-keyboard-response,6,1995870,0.0-6.0,1541203,outline,2025/8/8 11:37,2025/8/8 12:10,debrief,NULL,2867, ,NULL,NULL,NULL,NULL,<p style='text-algin:left'>これで実験は終了です。お疲れ様でした。</p><p style='text-algin:left'>スペースキーを押して、謝金の支払いに関わる最後の質問に移行してください。</p>
1,preload,0,10,0.0-0.0,2100161,outline,2025/8/8 11:51,2025/8/8 12:20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
