"success","task","trial_type","trial_index","time_elapsed","internal_node_id","ID","condition","StartTime","EndTime","view_history","rt","stimulus","response","response_raw","response_normalized","correct_answer","correct"
NULL,NULL,"html-keyboard-response","45","110522","0.0-4.0-2.0-4.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","46","117265","0.0-4.0-2.0-5.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,NULL,NULL,"25EG","25EG","25EG","1"
NULL,"presentation_trials_main","html-keyboard-response","47","118267","0.0-4.0-3.0-0.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">D</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","48","119269","0.0-4.0-3.0-1.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">3</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","49","120272","0.0-4.0-3.0-2.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">B</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","50","121274","0.0-4.0-3.0-3.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">7</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","51","122275","0.0-4.0-3.0-4.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">A</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","52","123279","0.0-4.0-3.0-5.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","53","135081","0.0-4.0-3.0-6.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,NULL,NULL,"238AD","238AD","37ABD",
NULL,"presentation_trials_main","html-keyboard-response","54","136083","0.0-4.0-4.0-0.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">F</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","55","137085","0.0-4.0-4.0-1.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">2</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","56","138086","0.0-4.0-4.0-2.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">K</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","57","139088","0.0-4.0-4.0-3.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">5</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","58","140091","0.0-4.0-4.0-4.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">C</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","59","141095","0.0-4.0-4.0-5.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","60","160329","0.0-4.0-4.0-6.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,NULL,NULL,"25CFK","25CFK","25CFK","1"
NULL,"presentation_trials_main","html-keyboard-response","61","161331","0.0-4.0-5.0-0.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">4</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","62","162333","0.0-4.0-5.0-1.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">M</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","63","163347","0.0-4.0-5.0-2.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">H</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","64","164361","0.0-4.0-5.0-3.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">1</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","65","165363","0.0-4.0-5.0-4.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">E</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","66","166366","0.0-4.0-5.0-5.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","67","182577","0.0-4.0-5.0-6.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,NULL,NULL,"14EHM","14EHM","14EHM","1"
NULL,"presentation_trials_main","html-keyboard-response","68","183578","0.0-4.0-6.0-0.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">G</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","69","184581","0.0-4.0-6.0-1.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">9</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","70","185584","0.0-4.0-6.0-2.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">2</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","71","186585","0.0-4.0-6.0-3.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">L</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","72","187588","0.0-4.0-6.0-4.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">A</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","73","188590","0.0-4.0-6.0-5.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">5</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","74","189599","0.0-4.0-6.0-6.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","75","208433","0.0-4.0-6.0-7.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,NULL,NULL,"249GL","249GL","259AGL",
NULL,"presentation_trials_main","html-keyboard-response","76","209434","0.0-4.0-7.0-0.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">3</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","77","210436","0.0-4.0-7.0-1.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">B</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","78","211438","0.0-4.0-7.0-2.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">N</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","79","212441","0.0-4.0-7.0-3.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">7</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","80","213445","0.0-4.0-7.0-4.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">D</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","81","214447","0.0-4.0-7.0-5.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">F</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","82","215448","0.0-4.0-7.0-6.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","83","234754","0.0-4.0-7.0-7.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,NULL,NULL,"37BEF","37BEF","37BDFN",
NULL,"presentation_trials_main","html-keyboard-response","84","235756","0.0-4.0-8.0-0.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">E</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","85","236759","0.0-4.0-8.0-1.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">6</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","86","237762","0.0-4.0-8.0-2.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">1</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","87","238766","0.0-4.0-8.0-3.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">Q</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","88","239769","0.0-4.0-8.0-4.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">H</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","89","240770","0.0-4.0-8.0-5.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">8</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","90","241772","0.0-4.0-8.0-6.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","91","256937","0.0-4.0-8.0-7.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,NULL,NULL,"18EG","18EG","168EHQ",
NULL,"presentation_trials_main","html-keyboard-response","92","257938","0.0-4.0-9.0-0.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">C</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","93","258939","0.0-4.0-9.0-1.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">4</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","94","259942","0.0-4.0-9.0-2.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">T</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","95","260943","0.0-4.0-9.0-3.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">K</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","96","261946","0.0-4.0-9.0-4.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">2</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","97","262950","0.0-4.0-9.0-5.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">A</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","98","263951","0.0-4.0-9.0-6.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">9</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","99","264954","0.0-4.0-9.0-7.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","100","272633","0.0-4.0-9.0-8.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,NULL,NULL,"349ACT","349ACT","249ACKT",
NULL,"presentation_trials_main","html-keyboard-response","101","273635","0.0-4.0-10.0-0.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">6</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","102","274636","0.0-4.0-10.0-1.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">Z</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","103","275638","0.0-4.0-10.0-2.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">R</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","104","276639","0.0-4.0-10.0-3.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">3</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","105","277642","0.0-4.0-10.0-4.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">B</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","106","278645","0.0-4.0-10.0-5.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">J</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","107","279648","0.0-4.0-10.0-6.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">M</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","108","280651","0.0-4.0-10.0-7.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","109","289794","0.0-4.0-10.0-8.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,NULL,NULL,"26RZ","26RZ","36BJMRZ",
NULL,"presentation_trials_main","html-keyboard-response","110","290796","0.0-4.0-11.0-0.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">L</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","111","291798","0.0-4.0-11.0-1.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">5</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","112","292799","0.0-4.0-11.0-2.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">1</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","113","293801","0.0-4.0-11.0-3.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">G</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","114","294803","0.0-4.0-11.0-4.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">X</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","115","295805","0.0-4.0-11.0-5.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">D</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","116","296807","0.0-4.0-11.0-6.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,"<div style=""font-size: 48px;"">7</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","117","297809","0.0-4.0-11.0-7.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","118","308123","0.0-4.0-11.0-8.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,NULL,NULL,NULL,"15DEL","15DEL","157DGLX",
NULL,"debrief","html-keyboard-response","119","310730","0.0-5.0","4983408","control","2025/8/8 2:44:44","2025/8/8 2:49:54",NULL,"2606","<p style='text-algin:left'>これで事前課題は終了になります。</p><p style='text-algin:left'>次に、文章産出課題の説明に移ります。</p><p style='text-algin:left'>準備ができたらスペースキーを押して、文章産出課題に進んでください。</p>"," ",NULL,NULL,NULL,NULL
"1","FullScreen","fullscreen","0","3297","0.0-0.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"practice_task_inst_tl","instructions","1","34610","0.0-1.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02","Array","31313",NULL,NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","2","35620","0.0-2.0-0.0-0.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">C</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","3","36622","0.0-2.0-0.0-1.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">2</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","4","37624","0.0-2.0-0.0-2.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">A</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","5","38626","0.0-2.0-0.0-3.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_practice","html-keyboard-response","6","52069","0.0-2.0-0.0-4.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,NULL,NULL,"AC2","AC2","2AC",
NULL,NULL,"html-keyboard-response","7","54071","0.0-2.0-0.0-5.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<p style='color:red; font-size: 48px;'>不正解です。正しい答えは <code>2AC</code> です。</p>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","8","55072","0.0-2.0-1.0-0.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">B</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","9","56073","0.0-2.0-1.0-1.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">5</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","10","57074","0.0-2.0-1.0-2.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">D</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","11","58075","0.0-2.0-1.0-3.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_practice","html-keyboard-response","12","66097","0.0-2.0-1.0-4.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,NULL,NULL,"5BD","5BD","5BD","1"
NULL,NULL,"html-keyboard-response","13","68099","0.0-2.0-1.0-5.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<p style='color:green; font-size: 48px;'>正解です！</p>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","14","69100","0.0-2.0-2.0-0.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">1</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","15","70107","0.0-2.0-2.0-1.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">G</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","16","71108","0.0-2.0-2.0-2.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">C</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","17","72109","0.0-2.0-2.0-3.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">7</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","18","73110","0.0-2.0-2.0-4.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_practice","html-keyboard-response","19","82382","0.0-2.0-2.0-5.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,NULL,NULL,"17CG","17CG","17CG","1"
NULL,NULL,"html-keyboard-response","20","84384","0.0-2.0-2.0-6.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<p style='color:green; font-size: 48px;'>正解です！</p>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","21","85385","0.0-2.0-3.0-0.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">F</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","22","86386","0.0-2.0-3.0-1.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">6</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","23","87386","0.0-2.0-3.0-2.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">A</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_practice","html-keyboard-response","24","88388","0.0-2.0-3.0-3.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">2</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","25","89389","0.0-2.0-3.0-4.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_practice","html-keyboard-response","26","100994","0.0-2.0-3.0-5.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,NULL,NULL,"26AF","26AF","26AF","1"
NULL,NULL,"html-keyboard-response","27","102995","0.0-2.0-3.0-6.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<p style='color:green; font-size: 48px;'>正解です！</p>",NULL,NULL,NULL,NULL,NULL
NULL,"main_task_inst_tl","instructions","28","109161","0.0-3.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02","Array","6166",NULL,NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","29","110162","0.0-4.0-0.0-0.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">D</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","30","111164","0.0-4.0-0.0-1.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">3</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","31","112166","0.0-4.0-0.0-2.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">B</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","32","113168","0.0-4.0-0.0-3.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">1</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","33","114169","0.0-4.0-0.0-4.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","34","121822","0.0-4.0-0.0-5.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,NULL,NULL,"13BD","13BD","13BD","1"
NULL,"presentation_trials_main","html-keyboard-response","35","122823","0.0-4.0-1.0-0.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">A</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","36","123824","0.0-4.0-1.0-1.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">7</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","37","124826","0.0-4.0-1.0-2.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">4</div>",NULL,NULL,NULL,NULL,NULL
NULL,"presentation_trials_main","html-keyboard-response","38","125827","0.0-4.0-1.0-3.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,"<div style=""font-size: 48px;"">F</div>",NULL,NULL,NULL,NULL,NULL
NULL,NULL,"html-keyboard-response","39","126828","0.0-4.0-1.0-4.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,"response_trials_main","html-keyboard-response","40","138402","0.0-4.0-1.0-5.0","3585633","control","2025/8/8 11:33:09","2025/8/8 11:40:02",NULL,NULL,NULL,NULL,"47AF","47AF","47AF","1"
