success,trial_type,trial_index,time_elapsed,internal_node_id,ID,condition,StartTime,EndTime,task,rt,stimulus,response,view_history,trial_type_custom,rt_pra_or_main,delay
NULL,html-keyboard-response,93,121549,0.0-6.0-0.19,367640,outline,2025/8/8 11:25,2025/8/8 11:28,start_screen,302,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,94,122557,0.0-6.0-1.19,367640,outline,2025/8/8 11:25,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,95,124419,0.0-6.0-2.19,367640,outline,2025/8/8 11:25,2025/8/8 11:28,rt_trial,1861,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,1561
NULL,html-keyboard-response,96,124938,0.0-6.0-3.19,367640,outline,2025/8/8 11:25,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,97,125016,0.0-6.0-0.20,367640,outline,2025/8/8 11:25,2025/8/8 11:28,start_screen,77,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,98,126018,0.0-6.0-1.20,367640,outline,2025/8/8 11:25,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,99,128389,0.0-6.0-2.20,367640,outline,2025/8/8 11:25,2025/8/8 11:28,rt_trial,2371,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2080
NULL,html-keyboard-response,100,128907,0.0-6.0-3.20,367640,outline,2025/8/8 11:25,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,101,129197,0.0-6.0-0.21,367640,outline,2025/8/8 11:25,2025/8/8 11:28,start_screen,289,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,102,130217,0.0-6.0-1.21,367640,outline,2025/8/8 11:25,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,103,133129,0.0-6.0-2.21,367640,outline,2025/8/8 11:25,2025/8/8 11:28,rt_trial,2911,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2440
NULL,html-keyboard-response,104,133642,0.0-6.0-3.21,367640,outline,2025/8/8 11:25,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,105,133654,0.0-6.0-0.22,367640,outline,2025/8/8 11:25,2025/8/8 11:28,start_screen,11,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,106,134657,0.0-6.0-1.22,367640,outline,2025/8/8 11:25,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,107,137983,0.0-6.0-2.22,367640,outline,2025/8/8 11:25,2025/8/8 11:28,rt_trial,3326,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2997
NULL,html-keyboard-response,108,138497,0.0-6.0-3.22,367640,outline,2025/8/8 11:25,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,109,138683,0.0-6.0-0.23,367640,outline,2025/8/8 11:25,2025/8/8 11:28,start_screen,185,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,110,139697,0.0-6.0-1.23,367640,outline,2025/8/8 11:25,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,111,141080,0.0-6.0-2.23,367640,outline,2025/8/8 11:25,2025/8/8 11:28,rt_trial,1383,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,1003
NULL,html-keyboard-response,112,141587,0.0-6.0-3.23,367640,outline,2025/8/8 11:25,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,113,141704,0.0-6.0-0.24,367640,outline,2025/8/8 11:25,2025/8/8 11:28,start_screen,115,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,114,142707,0.0-6.0-1.24,367640,outline,2025/8/8 11:25,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,115,144917,0.0-6.0-2.24,367640,outline,2025/8/8 11:25,2025/8/8 11:28,rt_trial,2209,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,1919
NULL,html-keyboard-response,116,145432,0.0-6.0-3.24,367640,outline,2025/8/8 11:25,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,117,145641,0.0-6.0-0.25,367640,outline,2025/8/8 11:25,2025/8/8 11:28,start_screen,208,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,118,146647,0.0-6.0-1.25,367640,outline,2025/8/8 11:25,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,119,149280,0.0-6.0-2.25,367640,outline,2025/8/8 11:25,2025/8/8 11:28,rt_trial,2633,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2343
NULL,html-keyboard-response,120,149797,0.0-6.0-3.25,367640,outline,2025/8/8 11:25,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,121,149991,0.0-6.0-0.26,367640,outline,2025/8/8 11:25,2025/8/8 11:28,start_screen,193,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,122,151003,0.0-6.0-1.26,367640,outline,2025/8/8 11:25,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,123,153967,0.0-6.0-2.26,367640,outline,2025/8/8 11:25,2025/8/8 11:28,rt_trial,2964,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2670
NULL,html-keyboard-response,124,154477,0.0-6.0-3.26,367640,outline,2025/8/8 11:25,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,125,154580,0.0-6.0-0.27,367640,outline,2025/8/8 11:25,2025/8/8 11:28,start_screen,101,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,126,155587,0.0-6.0-1.27,367640,outline,2025/8/8 11:25,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,127,157914,0.0-6.0-2.27,367640,outline,2025/8/8 11:25,2025/8/8 11:28,rt_trial,2327,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2025
NULL,html-keyboard-response,128,158417,0.0-6.0-3.27,367640,outline,2025/8/8 11:25,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,129,158537,0.0-6.0-0.28,367640,outline,2025/8/8 11:25,2025/8/8 11:28,start_screen,119,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,130,159557,0.0-6.0-1.28,367640,outline,2025/8/8 11:25,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,131,162379,0.0-6.0-2.28,367640,outline,2025/8/8 11:25,2025/8/8 11:28,rt_trial,2821,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2535
NULL,html-keyboard-response,132,162892,0.0-6.0-3.28,367640,outline,2025/8/8 11:25,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,133,163151,0.0-6.0-0.29,367640,outline,2025/8/8 11:25,2025/8/8 11:28,start_screen,258,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,134,164158,0.0-6.0-1.29,367640,outline,2025/8/8 11:25,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,135,166436,0.0-6.0-2.29,367640,outline,2025/8/8 11:25,2025/8/8 11:28,rt_trial,2277,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2002
NULL,html-keyboard-response,136,166947,0.0-6.0-3.29,367640,outline,2025/8/8 11:25,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,137,167060,0.0-7.0,367640,outline,2025/8/8 11:25,2025/8/8 11:28,task_description,112,"<p style=""text-align: left"">おつかれさまでした。</p>
        <p><br><br></p>
        <p style=""text-align: left"">次に、本課題の際に行ってもらう課題の説明に移ります。</p>
        <p style=""text-align: left""><strong>準備ができたらスペースキーを押してください。</strong></p>", ,NULL,NULL,NULL,NULL
1,preload,0,46,0.0-0.0,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,fullscreen,1,7867,0.0-1.0,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,FullScreen,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,html-button-response,2,23283,0.0-2.0,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,check_volume,15415,"
        <p style=""text-align: left"">はじめに、この後の実験で使う音声の音量を調整してください。</p>
        <p style=""text-align: left"">以下に提示されている「音を流す」ボタンを押すと音（短いビープ音）が流れますので、</p>
        <p style=""text-align: left"">適切な音量となるようにPCやイヤホンの設定をお願いします。</p>
        <p><button id=""play-sound-button"">音を流す</button></p>
        <p style=""text-align: left""><b>この音は以降も使うので、ここで設定した内容は、この研究のすべての実験が終わるまで変更しないでください。</b></p>
        <p><br></p>
    ",0,NULL,NULL,NULL,NULL
NULL,instructions,3,73355,0.0-3.0,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,main_task_inst_tl,50071,NULL,NULL,Array,NULL,NULL,NULL
NULL,html-keyboard-response,4,75188,0.0-4.0-0.0,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,1832,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,5,76197,0.0-4.0-1.0,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,6,78659,0.0-4.0-2.0,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2461,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,practice,1416
NULL,html-keyboard-response,7,79166,0.0-4.0-3.0,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,8,80299,0.0-4.0-0.1,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,1133,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,9,81303,0.0-4.0-1.1,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,10,84323,0.0-4.0-2.1,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,rt_trial,3020,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,practice,2667
NULL,html-keyboard-response,11,84832,0.0-4.0-3.1,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,12,85619,0.0-4.0-0.2,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,786,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,13,86623,0.0-4.0-1.2,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,14,88540,0.0-4.0-2.2,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,rt_trial,1916,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,practice,1523
NULL,html-keyboard-response,15,89042,0.0-4.0-3.2,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,16,92771,0.0-5.0,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,NULL,3728,"<p style=""text-align: left"">練習は以上です。</p>
               <p style=""text-align: left"">この後、本番課題に入ります。</p>
               <p style=""text-align: left"">ビープ音の音量が気になる方は、パソコンの音量設定をここで変更ください。</p>
               <p style=""text-align: left""><strong>本番も、ビープ音が聞こえ次第すぐにTabキーを押してください。</strong></p>
               <p><br><br></p>
               <p><strong>準備ができたらスペースキーを押してください。</strong></p>", ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,17,94051,0.0-6.0-0.0,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,1280,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,18,95054,0.0-6.0-1.0,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,19,97499,0.0-6.0-2.0,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2445,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2082
NULL,html-keyboard-response,20,98008,0.0-6.0-3.0,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,21,98547,0.0-6.0-0.1,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,538,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,22,99556,0.0-6.0-1.1,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,23,102587,0.0-6.0-2.1,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,rt_trial,3030,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2687
NULL,html-keyboard-response,24,103098,0.0-6.0-3.1,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,25,103395,0.0-6.0-0.2,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,296,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,26,104397,0.0-6.0-1.2,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,27,106916,0.0-6.0-2.2,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2518,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2145
NULL,html-keyboard-response,28,107420,0.0-6.0-3.2,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,29,107754,0.0-6.0-0.3,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,334,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,30,108760,0.0-6.0-1.3,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,31,111731,0.0-6.0-2.3,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2971,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2649
NULL,html-keyboard-response,32,112239,0.0-6.0-3.3,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,33,112555,0.0-6.0-0.4,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,315,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,34,113566,0.0-6.0-1.4,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,35,116595,0.0-6.0-2.4,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,rt_trial,3029,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2671
NULL,html-keyboard-response,36,117108,0.0-6.0-3.4,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,37,117778,0.0-6.0-0.5,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,670,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,38,118785,0.0-6.0-1.5,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,39,121851,0.0-6.0-2.5,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,rt_trial,3065,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2724
NULL,html-keyboard-response,40,122353,0.0-6.0-3.5,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,41,122651,0.0-6.0-0.6,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,297,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,42,123659,0.0-6.0-1.6,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,43,126675,0.0-6.0-2.6,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,rt_trial,3015,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2686
NULL,html-keyboard-response,44,127185,0.0-6.0-3.6,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,45,127515,0.0-6.0-0.7,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,330,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,46,128529,0.0-6.0-1.7,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,47,131115,0.0-6.0-2.7,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2585,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2174
NULL,html-keyboard-response,48,131617,0.0-6.0-3.7,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,49,131979,0.0-6.0-0.8,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,362,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,50,132993,0.0-6.0-1.8,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,51,135483,0.0-6.0-2.8,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2490,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2159
NULL,html-keyboard-response,52,135995,0.0-6.0-3.8,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,53,136339,0.0-6.0-0.9,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,344,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,54,137353,0.0-6.0-1.9,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,55,140619,0.0-6.0-2.9,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,rt_trial,3265,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2928
NULL,html-keyboard-response,56,141131,0.0-6.0-3.9,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,57,141419,0.0-6.0-0.10,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,288,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,58,142430,0.0-6.0-1.10,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,59,145627,0.0-6.0-2.10,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,rt_trial,3196,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2849
NULL,html-keyboard-response,60,146139,0.0-6.0-3.10,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,61,146419,0.0-6.0-0.11,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,280,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,62,147432,0.0-6.0-1.11,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,63,150747,0.0-6.0-2.11,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,rt_trial,3315,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,2983
NULL,html-keyboard-response,64,151250,0.0-6.0-3.11,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,65,151546,0.0-6.0-0.12,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,296,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,66,152554,0.0-6.0-1.12,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,67,154170,0.0-6.0-2.12,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,rt_trial,1616,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,1169
NULL,html-keyboard-response,68,154673,0.0-6.0-3.12,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,69,155028,0.0-6.0-0.13,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,354,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,70,156031,0.0-6.0-1.13,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,71,157555,0.0-6.0-2.13,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,rt_trial,1524,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,1177
NULL,html-keyboard-response,72,158067,0.0-6.0-3.13,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,73,158394,0.0-6.0-0.14,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,327,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,74,159396,0.0-6.0-1.14,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,75,160770,0.0-6.0-2.14,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,rt_trial,1373,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,1065
NULL,html-keyboard-response,76,161286,0.0-6.0-3.14,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,77,161778,0.0-6.0-0.15,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,492,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,78,162779,0.0-6.0-1.15,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,fixation,NULL,"<p style=""font-size:48px;"">+</p>",NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,79,165059,0.0-6.0-2.15,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,rt_trial,2279,"<div id=""fixation"" style=""font-size: 48px;"">+</div>",tab,NULL,rt_trial,main,1940
NULL,html-keyboard-response,80,165563,0.0-6.0-3.15,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,white_screen,NULL,,NULL,NULL,NULL,NULL,NULL
NULL,html-keyboard-response,81,165842,0.0-6.0-0.16,5138531,structured,2025/8/8 11:24,2025/8/8 11:28,start_screen,279,<p>準備ができたらスペースキーを押してください。課題が始まります。</p>, ,NULL,NULL,NULL,NULL
