"success","task","trial_type","trial_index","time_elapsed","internal_node_id","ID","condition","StartTime","EndTime","view_history","rt","stimulus","response","correct_answer","sentence_text","correct"
"1","FullScreen","fullscreen","0","9579","0.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"category_inst_tl","instructions","1","84977","0.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05","Array","75398",NULL,NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","2","90080","0.0-2.0-0.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"5101","<p>「ある日」という言葉を打ち込んでいる。</p>","0","出力","「ある日」という言葉を打ち込んでいる。",
NULL,"feedback_trial","html-keyboard-response","3","90582","0.0-2.0-0.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","4","96337","0.0-2.0-0.1-0.1","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"5753","<p>「ある日」という言葉を打ち込んでいる。</p>","1","出力","「ある日」という言葉を打ち込んでいる。","1"
NULL,"feedback_trial","html-keyboard-response","5","96839","0.0-2.0-0.1-1.1","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","6","100377","0.0-2.0-1.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"3536","<p>思いついた言葉をすぐに書いている。</p>","1","出力","思いついた言葉をすぐに書いている。","1"
NULL,"feedback_trial","html-keyboard-response","7","100879","0.0-2.0-1.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","8","107473","0.0-2.0-2.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"6592","<p>話のつながりがおかしいので直した。</p>","2","修正","話のつながりがおかしいので直した。","1"
NULL,"feedback_trial","html-keyboard-response","9","107975","0.0-2.0-2.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","10","112233","0.0-2.0-3.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"4256","<p>書くことをやめて指を回していた。</p>","0","その他","書くことをやめて指を回していた。",
NULL,"feedback_trial","html-keyboard-response","11","112735","0.0-2.0-3.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","12","115441","0.0-2.0-3.1-0.1","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"2706","<p>書くことをやめて指を回していた。</p>","3","その他","書くことをやめて指を回していた。","1"
NULL,"feedback_trial","html-keyboard-response","13","115943","0.0-2.0-3.1-1.1","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","14","118417","0.0-2.0-4.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"2473","<p>ストレッチをして体をほぐした。</p>","3","その他","ストレッチをして体をほぐした。","1"
NULL,"feedback_trial","html-keyboard-response","15","118918","0.0-2.0-4.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","16","123617","0.0-2.0-5.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"4698","<p>何も思いつかずに机の上を眺めていた。</p>","3","その他","何も思いつかずに机の上を眺めていた。","1"
NULL,"feedback_trial","html-keyboard-response","17","124118","0.0-2.0-5.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","18","126698","0.0-2.0-6.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"2578","<p>この話の舞台をどうするか決めている。</p>","0","プランニング","この話の舞台をどうするか決めている。","1"
NULL,"feedback_trial","html-keyboard-response","19","127200","0.0-2.0-6.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","20","131978","0.0-2.0-7.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"4776","<p>読みにくい部分を調整している。</p>","2","修正","読みにくい部分を調整している。","1"
NULL,"feedback_trial","html-keyboard-response","21","132482","0.0-2.0-7.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","22","136922","0.0-2.0-8.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"4438","<p>タイマーの残り時間を確認した。</p>","3","その他","タイマーの残り時間を確認した。","1"
NULL,"feedback_trial","html-keyboard-response","23","137423","0.0-2.0-8.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","24","140329","0.0-2.0-9.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"2906","<p>誤字脱字を確認するために、本文を読み直している。</p>","2","修正","誤字脱字を確認するために、本文を読み直している。","1"
NULL,"feedback_trial","html-keyboard-response","25","140831","0.0-2.0-9.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","26","146881","0.0-2.0-10.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"6049","<p>自分の書いた文字を眺めていたが、何も考えていなかった。</p>","0","その他","自分の書いた文字を眺めていたが、何も考えていなかった。",
NULL,"feedback_trial","html-keyboard-response","27","147383","0.0-2.0-10.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","28","148080","0.0-2.0-10.1-0.1","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"696","<p>自分の書いた文字を眺めていたが、何も考えていなかった。</p>","3","その他","自分の書いた文字を眺めていたが、何も考えていなかった。","1"
NULL,"feedback_trial","html-keyboard-response","29","148581","0.0-2.0-10.1-1.1","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","30","154818","0.0-2.0-11.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"6235","<p>キャラクターの名前を入力している。</p>","0","出力","キャラクターの名前を入力している。",
NULL,"feedback_trial","html-keyboard-response","31","155319","0.0-2.0-11.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","32","155681","0.0-2.0-11.1-0.1","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"360","<p>キャラクターの名前を入力している。</p>","1","出力","キャラクターの名前を入力している。","1"
NULL,"feedback_trial","html-keyboard-response","33","156183","0.0-2.0-11.1-1.1","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","34","158361","0.0-2.0-12.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"2177","<p>全体の流れを思い描いている。</p>","0","プランニング","全体の流れを思い描いている。","1"
NULL,"feedback_trial","html-keyboard-response","35","158862","0.0-2.0-12.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","36","163193","0.0-2.0-13.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"4329","<p>時系列を整理している。</p>","2","プランニング","時系列を整理している。",
NULL,"feedback_trial","html-keyboard-response","37","163693","0.0-2.0-13.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","38","165048","0.0-2.0-13.1-0.1","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"1354","<p>時系列を整理している。</p>","0","プランニング","時系列を整理している。","1"
NULL,"feedback_trial","html-keyboard-response","39","165549","0.0-2.0-13.1-1.1","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","40","168481","0.0-2.0-14.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"2931","<p>キーボードで文章を入力している。</p>","1","出力","キーボードで文章を入力している。","1"
NULL,"feedback_trial","html-keyboard-response","41","168984","0.0-2.0-14.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","42","174529","0.0-2.0-15.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"5543","<p>表現をより自然に直している。</p>","2","修正","表現をより自然に直している。","1"
NULL,"feedback_trial","html-keyboard-response","43","175030","0.0-2.0-15.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","44","177170","0.0-2.0-16.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"2138","<p>話の構成を考えている。</p>","1","プランニング","話の構成を考えている。",
NULL,"feedback_trial","html-keyboard-response","45","177672","0.0-2.0-16.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","46","178538","0.0-2.0-16.1-0.1","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"865","<p>話の構成を考えている。</p>","0","プランニング","話の構成を考えている。","1"
NULL,"feedback_trial","html-keyboard-response","47","179039","0.0-2.0-16.1-1.1","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","48","181657","0.0-2.0-17.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"2617","<p>目を閉じてぼーっとしていた。</p>","3","その他","目を閉じてぼーっとしていた。","1"
NULL,"feedback_trial","html-keyboard-response","49","182160","0.0-2.0-17.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","50","185673","0.0-2.0-18.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"3512","<p>文章をどんどんタイピングしている。</p>","1","出力","文章をどんどんタイピングしている。","1"
NULL,"feedback_trial","html-keyboard-response","51","186178","0.0-2.0-18.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","52","187297","0.0-2.0-19.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"1118","<p>誤字を修正した。</p>","2","修正","誤字を修正した。","1"
NULL,"feedback_trial","html-keyboard-response","53","187799","0.0-2.0-19.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","54","191793","0.0-2.0-20.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"3992","<p>頭の中の話を形にしている。</p>","0","出力","頭の中の話を形にしている。",
NULL,"feedback_trial","html-keyboard-response","55","192294","0.0-2.0-20.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","56","192873","0.0-2.0-20.1-0.1","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"578","<p>頭の中の話を形にしている。</p>","1","出力","頭の中の話を形にしている。","1"
NULL,"feedback_trial","html-keyboard-response","57","193374","0.0-2.0-20.1-1.1","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","58","195753","0.0-2.0-21.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"2378","<p>何となく窓の外を見ていた。</p>","3","その他","何となく窓の外を見ていた。","1"
NULL,"feedback_trial","html-keyboard-response","59","196254","0.0-2.0-21.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","60","197961","0.0-2.0-22.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"1705","<p>文章が変だったので書き直した。</p>","2","修正","文章が変だったので書き直した。","1"
NULL,"feedback_trial","html-keyboard-response","61","198463","0.0-2.0-22.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","62","200208","0.0-2.0-23.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"1744","<p>思いついた文をそのまま書いている。</p>","1","出力","思いついた文をそのまま書いている。","1"
NULL,"feedback_trial","html-keyboard-response","63","200710","0.0-2.0-23.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","64","202129","0.0-2.0-24.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"1417","<p>テーマに合った話を作ろうとしている。</p>","0","プランニング","テーマに合った話を作ろうとしている。","1"
NULL,"feedback_trial","html-keyboard-response","65","202630","0.0-2.0-24.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","66","207386","0.0-2.0-25.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"4754","<p>内容を読み返して見直している。</p>","2","修正","内容を読み返して見直している。","1"
NULL,"feedback_trial","html-keyboard-response","67","207888","0.0-2.0-25.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","68","210521","0.0-2.0-26.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"2632","<p>物語の終わり方を考えている。</p>","0","プランニング","物語の終わり方を考えている。","1"
NULL,"feedback_trial","html-keyboard-response","69","211022","0.0-2.0-26.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","70","213153","0.0-2.0-27.0-0.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"2131","<p>どんな登場人物がいいか悩んでいる。</p>","0","プランニング","どんな登場人物がいいか悩んでいる。","1"
NULL,"feedback_trial","html-keyboard-response","71","213655","0.0-2.0-27.0-1.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"task_description","html-keyboard-response","72","222089","0.0-3.0","4101728","outline","2025/8/8 11:29:23","2025/8/8 11:33:05",NULL,"8433","
      <p style=""text-align: left"">本課題では、<strong>あなたが考えたオリジナルの面白い物語を書いていただきます。</strong></p>
      <p style=""text-align: left"">その時に、いま覚えてもらった4種類の思考内容についてもお尋ねします。</p>
      <p><br><br></p>
      <p style=""text-align: left"">次に、本課題の前に行ってもらう課題の説明に移ります。準備ができたらスペースキーを押してください。</p>
    "," ",NULL,NULL,NULL
"1","FullScreen","fullscreen","0","6632","0.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"category_inst_tl","instructions","1","80220","0.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06","Array","73588",NULL,NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","2","88729","0.0-2.0-0.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"8509","<p>キーボードで文章を入力している。</p>","1","出力","キーボードで文章を入力している。","1"
NULL,"feedback_trial","html-keyboard-response","3","89231","0.0-2.0-0.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","4","92612","0.0-2.0-1.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"3381","<p>テーマに合った話を作ろうとしている。</p>","0","プランニング","テーマに合った話を作ろうとしている。","1"
NULL,"feedback_trial","html-keyboard-response","5","93113","0.0-2.0-1.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","6","103578","0.0-2.0-2.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"10465","<p>内容を読み返して見直している。</p>","2","修正","内容を読み返して見直している。","1"
NULL,"feedback_trial","html-keyboard-response","7","104080","0.0-2.0-2.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","8","106291","0.0-2.0-3.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"2210","<p>ストレッチをして体をほぐした。</p>","3","その他","ストレッチをして体をほぐした。","1"
NULL,"feedback_trial","html-keyboard-response","9","106791","0.0-2.0-3.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","10","110935","0.0-2.0-4.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"4143","<p>この話の舞台をどうするか決めている。</p>","0","プランニング","この話の舞台をどうするか決めている。","1"
NULL,"feedback_trial","html-keyboard-response","11","111436","0.0-2.0-4.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","12","115124","0.0-2.0-5.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"3688","<p>誤字脱字を確認するために、本文を読み直している。</p>","2","修正","誤字脱字を確認するために、本文を読み直している。","1"
NULL,"feedback_trial","html-keyboard-response","13","115627","0.0-2.0-5.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","14","118011","0.0-2.0-6.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"2383","<p>書くことをやめて指を回していた。</p>","3","その他","書くことをやめて指を回していた。","1"
NULL,"feedback_trial","html-keyboard-response","15","118512","0.0-2.0-6.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","16","120785","0.0-2.0-7.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"2273","<p>「ある日」という言葉を打ち込んでいる。</p>","1","出力","「ある日」という言葉を打ち込んでいる。","1"
NULL,"feedback_trial","html-keyboard-response","17","121286","0.0-2.0-7.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","18","123257","0.0-2.0-8.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"1970","<p>文章をどんどんタイピングしている。</p>","1","出力","文章をどんどんタイピングしている。","1"
NULL,"feedback_trial","html-keyboard-response","19","123758","0.0-2.0-8.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","20","127112","0.0-2.0-9.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"3353","<p>表現をより自然に直している。</p>","2","修正","表現をより自然に直している。","1"
NULL,"feedback_trial","html-keyboard-response","21","127613","0.0-2.0-9.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","22","131599","0.0-2.0-10.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"3985","<p>思いついた文をそのまま書いている。</p>","0","出力","思いついた文をそのまま書いている。",
NULL,"feedback_trial","html-keyboard-response","23","132101","0.0-2.0-10.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","24","133720","0.0-2.0-10.1-0.1","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"1618","<p>思いついた文をそのまま書いている。</p>","1","出力","思いついた文をそのまま書いている。","1"
NULL,"feedback_trial","html-keyboard-response","25","134221","0.0-2.0-10.1-1.1","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","26","143021","0.0-2.0-11.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"8800","<p>自分の書いた文字を眺めていたが、何も考えていなかった。</p>","3","その他","自分の書いた文字を眺めていたが、何も考えていなかった。","1"
NULL,"feedback_trial","html-keyboard-response","27","143522","0.0-2.0-11.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","28","146906","0.0-2.0-12.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"3383","<p>タイマーの残り時間を確認した。</p>","3","その他","タイマーの残り時間を確認した。","1"
NULL,"feedback_trial","html-keyboard-response","29","147408","0.0-2.0-12.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","30","150537","0.0-2.0-13.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"3129","<p>キャラクターの名前を入力している。</p>","1","出力","キャラクターの名前を入力している。","1"
NULL,"feedback_trial","html-keyboard-response","31","151038","0.0-2.0-13.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","32","154171","0.0-2.0-14.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"3133","<p>どんな登場人物がいいか悩んでいる。</p>","0","プランニング","どんな登場人物がいいか悩んでいる。","1"
NULL,"feedback_trial","html-keyboard-response","33","154672","0.0-2.0-14.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","34","156891","0.0-2.0-15.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"2219","<p>物語の終わり方を考えている。</p>","0","プランニング","物語の終わり方を考えている。","1"
NULL,"feedback_trial","html-keyboard-response","35","157392","0.0-2.0-15.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","36","159491","0.0-2.0-16.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"2098","<p>全体の流れを思い描いている。</p>","0","プランニング","全体の流れを思い描いている。","1"
NULL,"feedback_trial","html-keyboard-response","37","159992","0.0-2.0-16.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","38","162249","0.0-2.0-17.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"2257","<p>話のつながりがおかしいので直した。</p>","2","修正","話のつながりがおかしいので直した。","1"
NULL,"feedback_trial","html-keyboard-response","39","162750","0.0-2.0-17.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","40","164346","0.0-2.0-18.0-0.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,"1596","<p>話の構成を考えている。</p>","0","プランニング","話の構成を考えている。","1"
NULL,"feedback_trial","html-keyboard-response","41","164848","0.0-2.0-18.0-1.0","3585633","control","2025/8/8 11:29:24","2025/8/8 11:33:06",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
